Compound,Compound ID,Formula,Description,Link,Neutral mass (Da),m/z,Retention time (min),Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Adducts,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2
3.23_577.1516m/z,CSID389314,C11H15NO8,L-2-succinylamino-6-oxoheptanedioic acid,http://nonlinear.com/redirect/outbound?p=chemspider&param=389314,,577.151643455614,3.22988333333333,38.4,0,-1.0587257531641,93.244783024347,2M-H,2119.38451551219,2223.17691006338,6838.17459801489,8291.57768312057,6750.52347451107,8039.41106983082,10668.7554557271,10835.0306804925,1449.20787148766,1878.60289966419,6276.90748745105,6377.38809120013
3.23_645.1416m/z,1013431,C14H14FN3O3S,"N-(4-fluorophenyl)-2-methyl-1-oxo-3,4-dihydropyrrolo[1,2-a]pyrazine-7-sulfonamide",,,645.141563840182,3.22988333333333,35.7,0,1.32970787986869,80.0606616261825,2M-H,1.80581665038915,4.10763549804324,16.2242755499727,24.7886842320251,15.3813574763597,21.0170707554311,26.3559300651795,28.1914368867822,0.0,1.51217651367034,11.4381294849755,13.1778637349572
3.26_923.2036m/z,1000169,C20H22N4O5S2,"N-(2-methoxyphenyl)-1-[4-(5-methyl-1,2,4-oxadiazol-3-yl)thiophen-2-yl]sulfonylpiperidine-3-carboxamide",,,923.203626515912,3.25843333333333,35.1,0,4.95484905786417,81.1533815977936,2M-H,2.79046630859222,2.03155511617479,19.652740359323,10.4843749701968,4.73413085938336,3.04351806640801,14.7086489200561,17.840667724613,55.5213928222266,49.822234153722,2.21926879882938,4.40411400794983
3.27_669.1561m/z,1027009,C14H15N4O4S,,,,669.156098323983,3.2727,31.7,0,0.854716198549511,59.335826035974,2M-H,20.8030090332103,21.2637329697482,40.0251160561969,29.2035216689244,31.9717821046593,28.6746518611993,31.5382386445826,23.3055483775283,70.5839571978953,72.0257832395614,28.6403503119896,30.7837878195455
3.29_653.1682m/z,1010678,C16H14ClN5O,N-[2-(3-chlorophenyl)pyrimidin-5-yl]-1-ethylpyrazole-3-carboxamide,,,653.168233000135,3.28696666666667,32.8,0,-2.85267117788813,67.5118870343228,2M-H,194.568643482045,201.532716774706,434.906369216513,411.85015878993,462.313162064044,443.392933632203,521.431489467638,519.710540831293,168.419593099271,199.294495940187,135.705291867303,154.671657093194
3.30_607.1615m/z,1001261,C13H11FN5O3,,,,607.161492072334,3.30125,39.3,0,-0.684688695432286,97.4639002942298,2M-H,6353.83639207843,6527.41545546011,8058.42334905566,7898.56520647426,10488.4695251933,10347.8868773845,8188.95773208635,8310.7967640396,4454.71331235082,4762.069130455,6035.50342801917,6192.76243559901
3.32_371.0943m/z,1004098,C21H17ClN5O,,,,371.094258861858,3.31551666666667,32,0,-0.161253345975119,60.2924571859832,M-H2O-H,60.3040097674331,68.2763735139642,49.3531491756608,40.3693053093523,8.23208618163676,10.9329632553175,21.2945711612562,26.6433886931672,108.013154029886,127.983153223958,17.6698269992279,21.4921239635224
3.32_1023.2473m/z,CSID129433199,C18H24N8O6S2,,http://nonlinear.com/redirect/outbound?p=chemspider&param=129433199,,1023.24733269372,3.31551666666667,33.6,0,2.50438916682772,70.8858106264789,2M-H,25.4660336971369,21.7600708007733,26.1904602050509,23.7324519157512,6.14163208007903,5.77478027343102,14.3167111873731,12.3480529189098,35.7088328003805,37.9106140137048,12.6688232421935,7.74130249023426
3.36_387.1053m/z,1004190,C19H21ClN4OS,"2-[1-[4-(4-chlorophenyl)-1,3-thiazol-2-yl]-3,5-dimethylpyrazol-4-yl]-N-propan-2-ylacetamide",,,387.105292077845,3.36478333333333,32,0,0.279552000691955,60.132643983888,M-H,335.863182504025,370.909093067651,517.585213944187,547.703932222186,219.110345391081,266.200790771765,464.164463112102,557.378302999933,1044.82170563761,1293.78710612923,504.856383344042,560.810247740014
3.36_477.0987m/z,1009400,C24H19ClN4O5,"ethyl 2-[[2-[3-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]-2-oxopyridin-1-yl]acetyl]amino]benzoate",,,477.098707548157,3.36478333333333,30.6,0,3.31842550645301,56.8741260937107,M-H,1.83375549316622,2.41522216796884,36.763092041035,40.7088928222685,34.2758181095243,30.8930969238373,38.4911038875748,42.39988732338,4.76258844136956,11.6963755895823,10.9787749051969,14.8160858154249
3.38_419.1904m/z,1004616,C24H25FN4O2,"N-(2,3-dihydro-1H-inden-1-yl)-1-[[5-(4-fluorophenyl)-1,2,4-oxadiazol-3-yl]methyl]piperidine-4-carboxamide",,,419.190382334712,3.37905,34.3,0,3.58043886591124,75.5613225965765,M-H,48.7801055908255,52.2631127872596,11.8827961685455,11.736530230052,12.5703040061311,13.9386021826642,14.8603448375611,19.8510122828,12.2397287590213,26.722517687056,14.0243681426327,16.5943369396082
3.42_647.1570m/z,CSID15744973,C19H16O3S,Triphenylmethanesulfonic acid,http://nonlinear.com/redirect/outbound?p=chemspider&param=15744973,,647.157013601972,3.42186666666667,35.2,0,0.401185440553577,76.6884760987626,2M-H,40.1045733326887,34.3527739522111,36.5326889508071,29.2377929687427,33.5772092523292,30.7608575606074,40.8802947158524,41.445338918685,27.2908016443984,34.0482643653791,25.1560833470317,24.4977758192007
3.42_1071.3461m/z,CSID14013569,C20H32N4O11S,met-glu-glu-glu,http://nonlinear.com/redirect/outbound?p=chemspider&param=14013569,,1071.34614309968,3.42186666666667,35.2,7.28,-3.95247638476995,73.2130298482474,2M-H,5.06738798065821,6.6771816535993,79.2173469066786,65.8176018830594,31.3488769531385,23.3535424473378,7.41528995149528,0.0,2.54290771484102,4.36027956204339,0.0,1.61116805363002
3.42_1147.3508m/z,HMDB40128,C60H62O24,Foeniculoside IV,http://nonlinear.com/redirect/outbound?p=hmdb&param=HMDB40128,,1147.35077949375,3.42186666666667,32.2,0,4.73073604171216,66.6516884745215,M-H2O-H,0.0,0.0,104.91680985688,76.6033589945671,19.3442993163995,17.5578002929688,0.0,0.0,0.0,0.0,0.0,0.0
3.44_609.1575m/z,1019751,C17H10FN4O,"5-(2-fluorophenyl)-3-[3-(1H-pyrazol-5-yl)phenyl]-1,2,4-oxadiazole",,,609.157470925019,3.43615,37.4,0,-4.88554501119434,92.6116930966718,2M-H,3965.34800224343,1533.49143381741,142343.022494501,2120.91371466984,143035.179859481,1165.65564556102,2670.40058864429,1693.21412504364,138548.593015098,1511.08475415787,2148.81767518453,393.213574510915
3.44_612.1877m/z,CSID10168183,C33H34F3NO3S2,"Ethyl {2-methyl-4-[(1-{4-methyl-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl}-5-phenylpentyl)sulfanyl]phenoxy}acetate",http://nonlinear.com/redirect/outbound?p=chemspider&param=10168183,,612.187707385662,3.43615,31.8,0,2.87481596564543,62.5711055625507,M-H,166.142543106118,163.430387496941,151.340373347144,145.741424560606,156.034637451136,140.746771248607,192.122711181618,183.567017078429,133.042235374464,141.943786621028,118.757781982429,112.28113637334
3.44_655.1816m/z,1005468,C19H12N4O2,"2-methyl-5-(5-quinolin-2-yl-1,2,4-oxadiazol-3-yl)-1,3-benzoxazole",,,655.181550432554,3.43615,36.2,0,-4.91383850141835,86.814215769655,2M-H,2099.74066162095,2504.37432718235,1969.80784003295,2266.03135289436,1765.64313273456,1971.29421750631,2252.10007603538,2600.12562095519,1728.07367176658,2089.48542979685,1503.59472396801,1773.55666704149
3.44_723.1691m/z,1025725,C18H13F3N2O3,"methyl 2-methyl-5-oxo-6-[3-(trifluoromethyl)phenyl]-1,6-naphthyridine-3-carboxylate",,,723.16913939141,3.43615,38.8,0,1.05213842258993,95.1208927525603,2M-H,9035.29651121438,9187.91357835368,7968.25305637257,8793.1112696464,7984.69240675943,8612.13785776521,10396.9090242693,10410.8624982841,6895.61003378109,7714.99701755392,7446.75725031784,7381.54632001514
3.44_1083.3630m/z,CSID16605074,C23H34N4O7S2,asp-met-met-phe,http://nonlinear.com/redirect/outbound?p=chemspider&param=16605074,,1083.36295844981,3.43615,32.9,0.306,-3.27112131361609,67.920004645026,2M-H,25.9575805664281,27.7380981445315,29.3698069775155,25.8054811954537,14.8112792372918,13.1447753310305,17.3067016601585,12.5556031465575,29.8304856710276,25.951720952998,18.176391601566,11.9658203124982
3.45_1027.3601m/z,CSID23550530,C27H30O10,"(1S,13R,14R,17S,18S)-3,17-Dihydroxy-2,9,9,11,14,18-hexamethyl-21-methylene-7,16,20-trioxo-8,15,19-trioxapentacyclo[12.6.1.0~1,17~.0~2,12~.0~4,10~]henicosa-4(10),5,11-trien-13-yl acetate",http://nonlinear.com/redirect/outbound?p=chemspider&param=23550530,,1027.36014377534,3.45041666666667,38.8,6.45,-0.36348149563143,87.8404331404204,2M-H,542.37636282996,468.987565149562,118.23719128275,92.2811897992987,95.7722087462014,76.3463134765278,194.753875699875,160.79919445508,166.936977771704,155.192049034852,118.969545245157,117.073355329899
3.48_693.1411m/z,1018731,C18H15ClFNO3,"1-(3-chloro-4-fluorophenyl)-4-(4-methoxyphenyl)piperidine-2,6-dione",,,693.141070534837,3.47896666666667,32.8,0,4.9678932802328,69.9437111822891,2M-H,138.908596595948,126.552536390396,137.191553365067,131.230145548532,131.716948804772,129.282298736929,152.22498444554,137.404433149495,123.666205313026,115.771469489142,119.127366738174,119.665759449638
3.49_937.3206m/z,1028106,C22H25N6O4S,[1-[5-(1H-pyrazol-5-yl)furan-2-yl]sulfonylpiperidin-3-yl]-(4-pyridin-2-ylpiperazin-1-yl)methanone,,,937.320648954001,3.49323333333333,34.1,0,-3.91464124642585,75.0795210143413,2M-H,20.6117551326739,15.9645080566406,16.6616209745444,14.8938293457003,12.41162109376,6.89127053562355,5.35457443990124,7.29522708057931,38.76422119139,30.4618137346134,12.4680793444483,10.2774561550179
3.52_979.3040m/z,CSID4573611,C17H30O16,1(F)-β-D-fructosylsucrose,http://nonlinear.com/redirect/outbound?p=chemspider&param=4573611,,979.303951008274,3.52178333333333,37.9,0,4.54698509755552,94.7465348988133,2M-H,420.886115286594,445.233360448671,19.365409458771,31.027970987397,38.8196774401624,58.2861295385912,53.8926559902034,55.8180409205284,5.06047340057622,9.13259227054832,192.280823230815,201.471542669856
3.55_471.1424m/z,1000197,C22H24F2N6O3S,"1-[6-[2-(3,5-difluoroanilino)-2-oxoethyl]-7-oxo-[1,3]thiazolo[4,5-d]pyrimidin-2-yl]-N-propylpiperidine-3-carboxamide",,,471.142400577485,3.55033333333333,34.9,0,0.766281270070229,75.6145066573457,M-H2O-H,117.373623525311,114.446411428061,559.327141523411,547.626398673927,156.580154448695,140.694562911967,22.2271879911398,25.0940783750973,119.499668722027,141.951475083873,41.9623718261805,50.8441755676291
3.55_681.1645m/z,1026241,C19H15ClFN2O,"8-chloro-2-[(4-fluorophenyl)methyl]-1,3,4,5-tetrahydrobenzo[b][1,6]naphthyridin-10-one",,,681.164548609524,3.55033333333333,33,0,0.640573779080663,65.8757439814729,2M-H,16.0538632869576,11.7482603788458,35.2650299446949,31.9857280950673,46.7581647016802,42.6558534502867,56.1953125000474,55.3054199218695,8.4300405653732,6.31469553056174,9.61178588867085,11.5354002714057
3.56_605.1455m/z,1005853,C15H14ClN3O2,N-[2-(4-chlorophenyl)pyrimidin-5-yl]oxolane-2-carboxamide,,,605.145539341305,3.56461666666667,32.9,0,-3.45296501765065,68.5803473243607,2M-H,193.395051577144,184.392142591713,924.260226509732,868.270895604006,829.292639777117,784.453526125127,644.497956529728,681.844332235162,299.491778884067,331.273105609736,234.808349609305,255.901156757504
3.58_371.1338m/z,1001337,C22H22N4OS,"2-(1-ethylpyrrolo[2,3-b]pyridin-3-yl)-4-methyl-N-[(2-methylphenyl)methyl]-1,3-thiazole-5-carboxamide",,,371.133825993081,3.57888333333333,34.6,0,0.601737585553838,73.4850887486473,M-H2O-H,29.606940217612,28.4388541795916,4.27711674510453,3.82891839742817,6.75167697894722,7.18872276073939,5.07960510253784,4.91407633335385,0.0,0.0,18.1844488554917,18.475814819328
3.61_427.1592m/z,1001121,C22H22F2N4O3,"N-[(2,5-difluorophenyl)methyl]-1-[5-(4-methoxyphenyl)-1,3,4-oxadiazol-2-yl]piperidine-4-carboxamide",,,427.15924542692,3.61386666666667,35.4,0,1.22577575815681,78.6471112404825,M-H,185.204821432203,177.765689648538,49.9368937971178,56.2466035833415,63.8286118133363,63.5163146084888,84.8876325539073,96.3157348632787,2.88796997070159,8.29203902274565,252.209221627273,272.197128236322
3.61_575.0998m/z,986736,C14H11ClN3O2,XL413 (hydrochloride),,,575.099810768378,3.61386666666667,32.5,0,-1.51258490497239,64.0995927054377,2M-H,1.50302123943254,3.37915039062369,74.1088398946707,84.0271446170342,53.6620910334448,51.9484841314466,36.023185988485,40.3048449052709,33.0009021591757,45.9438921185906,55.7550852000384,67.6663526795299
3.71_415.1173m/z,1010356,C24H17F3N4O,2-phenyl-4-pyridin-4-yl-N-[[2-(trifluoromethyl)phenyl]methyl]pyrimidine-5-carboxamide,,,415.117273441778,3.71378333333333,35,0,-0.763084828211662,75.8097826336678,M-H2O-H,1.80462640523871,1.38525390625091,66.8971064246702,72.7490997910305,22.1858214139896,23.509179840652,15.2446708817803,17.9379390797985,0.0,0.0,31.90402034872,31.4523506577485
3.73_521.1289m/z,43629,C24H26O13,IRIDIN,,,521.128918652007,3.72805,34.4,0,-2.19444962768458,74.6275938780553,M-H,117.578033447301,116.485382109903,19.1569226037042,18.1417846679656,33.1833992543619,33.6457827091352,21.939270019533,18.523010432705,80.2965092659312,86.1231371720153,43.9553526640387,43.0275366042134
3.79_553.2306m/z,988367,C15H13N6,AC1L5S41,,,553.230584875836,3.78515,35.6,0,-4.47023323619877,83.1969918905932,2M-H,27.7697451114582,30.0650230486317,7.00920667446676,6.27982421446265,7.61763721736601,10.1802785803964,7.30026245117972,4.15245377795016,6.26479782496732,13.3495539066552,22.3275585715336,21.8592723035863
3.80_457.2439m/z,1004817,C24H34N4O5,"N-[(3,4-diethoxyphenyl)methyl]-1-(3-ethyl-1-methyl-2,6-dioxopyrimidin-4-yl)piperidine-3-carboxamide",,,457.243899768261,3.79941666666667,34.1,0,-3.80577415190303,74.9516860381243,M-H,48.980160846933,44.1220845876379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5662230575906,17.9162458499695
3.83_549.1840m/z,1038127,C13H15N4OS,"N-cyclopentyl-2-(1H-imidazo[4,5-b]pyridin-2-ylsulfanyl)acetamide",,,549.184013824463,3.82796666666667,36.7,0,-3.67867639433545,87.6641661381191,2M-H,0.0,1.32513430714698,867.80948519775,805.81668264977,368.652679771267,347.878356933783,10.5693758622576,19.3436221824886,0.0,1.44659423827846,12.3725450866416,14.6455850578008
3.92_431.1872m/z,1004093,C25H28N3O5,"1-[2-(5-methyl-1H-indol-3-yl)ethyl]-5-oxo-N-(3,4,5-trimethoxyphenyl)pyrrolidine-3-carboxamide",,,431.187227465369,3.92005,34.5,0,4.82576906523886,77.963502464268,M-H2O-H,722.808096654219,797.403960824507,1591.98774957203,1591.13620778397,371.016623109152,407.439742982324,259.912405223875,317.8386840169,455.30266881944,555.432811670597,179.634215295364,229.407104611397
3.96_531.1476m/z,CSID10357820,C34H22N4O4,"1,3-Bis(2,5-diphenyl-1,3-oxazol-4-yl)-2,4(1H,3H)-pyrimidinedione",http://nonlinear.com/redirect/outbound?p=chemspider&param=10357820,,531.147563965589,3.96286666666667,34,0,2.36308690000393,72.8830394700102,M-H2O-H,126.91532206392,125.786767122577,184.437546057683,190.918750354425,109.335911805043,106.006530821356,294.959962010424,319.193819150812,101.415620261646,114.587220668796,71.7712404131759,76.7499154132659
3.96_605.2192m/z,1001324,C17H13N5O,"5-(3-methylphenyl)-3-(6-pyrazol-1-ylpyridin-3-yl)-1,2,4-oxadiazole",,,605.219211723077,3.96286666666667,36,0,4.0711586068972,84.512389624763,2M-H,637.608757668819,630.826896656265,402.483187302977,417.961081675822,366.236968310977,363.944722102875,581.997596262871,621.637019374149,616.098366957711,673.653292261895,759.988759087407,751.091798390355
4.01_299.1446m/z,1015055,C17H24N3OS,"2-methyl-3-(piperidin-1-ylmethyl)-N-propyl-4H-thieno[3,2-b]pyrrole-5-carboxamide",,,299.144610851929,4.00568333333333,34.4,0,-4.89191633833724,77.8062894561669,M-H2O-H,12.8562927246119,13.3364624126451,38.2488965050944,45.5782202018377,32.2552872767093,29.0371773963996,16.490816754356,19.5738459255408,26.7262420654272,37.1024087276914,14.5942943979389,17.3693697452582
4.01_591.2241m/z,1014809,C17H16N2O3,"methyl 6-(3,4-dihydro-1H-isoquinoline-2-carbonyl)pyridine-2-carboxylate",,,591.224113163765,4.00568333333333,36.1,0,-1.34266096212319,81.9411275414212,2M-H,32.5121004477023,29.2180080714048,12.8378792842408,7.02439364485549,13.4705591662117,8.99266901270616,4.72083052475829,15.7761325925538,49.8941140192998,43.2482331729263,25.26063067463,25.0279542816904
4.05_785.2236m/z,1001567,C21H19N3O3S,"4-ethoxy-N-(4-imidazo[1,2-a]pyridin-2-ylphenyl)benzenesulfonamide",,,785.223570308942,4.04851666666667,36.7,0,1.80834763632283,85.7743561685261,2M-H,1205.54490218231,1071.98157887256,520.144066030586,465.152193686122,221.596441677354,202.308128564636,1004.18793098721,1009.79019601085,652.872632438095,686.54393766751,310.166778808143,318.964046297967
4.08_605.2243m/z,1008736,C19H14FN3,"N-(4-fluorophenyl)-2-phenylimidazo[1,2-a]pyridin-3-amine",,,605.224327225286,4.07705,35,0,-4.53242127937027,80.502062513721,2M-H,20.402465820311,14.1771333639054,6.95235361434689,2.45958490062421,9.32080985045538,12.3082344863573,13.2002384921953,14.8781127929752,8.6716953325573,10.7151391059354,12.1655271053249,14.5343341400903
4.11_689.1614m/z,72299,C15H15ClF3N3O,Triflumizole,,,689.161377784836,4.1056,31.9,0,-3.6146587517631,63.5361924196294,2M-H,20.5789693974994,22.830627501015,31.4766539335093,26.721130967121,24.0432437062305,21.8136596679598,28.8018946639731,27.0702189954566,32.2098994255187,43.7409333759198,36.2852708077111,42.2048587777509
4.13_519.1736m/z,129123,C23H30N4O11,Glu Phe Asp Glu,,,519.173588453368,4.12631666666667,34.8,0,0.597885960491072,74.6685427245443,M-H2O-H,0.0,0.0,20.9196398603469,18.12899041653,30.6253662109412,31.0391838150638,0.0,0.0,0.0,0.0,0.0,0.0
4.14_719.1761m/z,1002629,C21H16N2O2S,"N-[4-[4-(4-methylphenyl)-1,3-oxazol-2-yl]phenyl]thiophene-2-carboxamide",,,719.176108769431,4.14058333333333,35.5,0,-4.32155040397098,82.6853410738753,2M-H,1113.01147036076,1032.79053113375,637.820726742618,577.159974134451,563.656967815616,543.997009277038,1089.46211401004,1044.12513729378,1071.41079151365,1156.40568811808,988.848515420741,1002.58871185064
4.15_227.1277m/z,CSID13628081,C12H22O5,3-Hydroxydodecanedioic acid,http://nonlinear.com/redirect/outbound?p=chemspider&param=13628081,,227.127706602659,4.15486666666667,38.4,10.8,-4.77876496431725,86.6180878124705,M-H2O-H,9.84247605432865,6.5935821533202,30.5568905109333,24.7673416137587,9.93901524991111,8.77838134765759,42.2550659179916,58.3328099250566,8.25810126881356,8.93206024169869,7.12883589508324,9.50277800166946
4.15_771.2111m/z,1012889,C20H19FN2O3S,1-(2-fluorophenyl)-N-[[2-(4-methoxyphenyl)pyridin-3-yl]methyl]methanesulfonamide,,,771.211062643455,4.15486666666667,36.5,0,-2.25883760661009,85.2231737344053,2M-H,32.5259702205664,19.8141479492108,56.2425283906628,37.3340148925899,29.4661570880557,22.6850279569555,123.730224847808,122.112028956409,44.8970529520035,51.3719179629998,0.0,0.0
4.17_665.1663m/z,1015683,C17H11N5O3,"5-(1,3-benzodioxol-5-yl)-3-(6-imidazol-1-ylpyridin-3-yl)-1,2,4-oxadiazole",,,665.166313305463,4.16913333333333,37.4,0,1.81824795295991,88.996149743598,2M-H,96.2695307135896,74.6617163045335,236.345322387126,200.040313601552,276.049382115607,249.418512022035,303.206084370664,291.675401979375,54.1346000445674,59.0757142305044,47.6962282657353,53.3652657393592
4.18_712.3491m/z,CSID28283451,C35H53N7O8S,Cyclo(glycylmethionylglycylisoleucyltyrosylleucylprolyl),http://nonlinear.com/redirect/outbound?p=chemspider&param=28283451,,712.349135584382,4.18341666666667,42.6,45.1,-0.897353927766995,69.0141999468503,M-H2O-H,0.0,0.0,12.9103394746824,6.51199328899429,71.9054564833892,60.3988073585426,0.0,0.0,0.0,0.0,3.21228027342623,0.0
4.21_434.1068m/z,1043894,C18H27Cl2N3O3S,"N-tert-butyl-4-[[(2,4-dichloro-5-methylphenyl)sulfonylamino]methyl]piperidine-1-carboxamide",,,434.106827057038,4.21195,28.6,0,-2.10208771098976,45.5881218606647,M-H,173.758148789414,208.294219642545,49.0975319519719,71.7055210882157,18.1581521466405,19.5428976234856,69.3394385890483,96.3438888578521,184.132722038674,285.006117784021,55.3082122803102,96.0171200615479
4.23_667.1621m/z,1045111,C15H16N3O4S,"N-[2-(2,4-dioxo-1,3-thiazolidin-3-yl)cyclohexyl]-6-oxo-1H-pyridine-3-carboxamide",,,667.162050703719,4.22623333333333,36.5,0,-4.45525171160736,87.7457926001426,2M-H,168.972689383365,132.736917181662,646.150419921342,517.920472721368,369.20182751254,317.811720986264,278.419934325624,275.456615781376,439.500240178111,502.759342974841,1540.82018055058,1530.59359684364
4.25_591.2398m/z,96304,C12H12N10,"6,6'-(1,2-phenylene)bis(1,3,5-triazine-2,4-diamine)",,,591.239824859184,4.25478333333333,37.7,0,-3.68016402253252,92.9671179280688,2M-H,209.844358934633,198.907454359586,217.089830331948,187.921568251295,221.229390246324,208.453425936142,200.009147368636,212.570698335333,735.924608183291,792.442047943535,310.696384838635,340.766476429069
4.33_519.1756m/z,129123,C23H30N4O11,Glu Phe Asp Glu,,,519.175576656897,4.32615,36.9,0,4.29211929169845,89.4122463963478,M-H2O-H,2.9812907695655,0.0,45.1261723543964,37.2850576696135,126.098636448251,109.32081878696,14.2993469238295,14.1254606802453,0.0,3.39119301712995,14.4762915225709,14.0142878068604
4.34_562.1161m/z,CSID10200352,C32H23NO10,ningalin C,http://nonlinear.com/redirect/outbound?p=chemspider&param=10200352,,562.116137022129,4.34041666666667,33.7,0,3.06667250714621,71.8835452452227,M-H2O-H,64.0269590090241,46.0536870047663,17.3356224538523,13.6921130939963,6.33798716572596,4.29507446289108,37.1036682129025,35.6856597256422,27.3386420682275,38.0692469902514,27.3589790154439,26.3137817382898
4.34_725.2271m/z,1004604,C19H17N5OS,,,,725.227065177895,4.34041666666667,35.7,0,4.92850562126555,84.1508400021912,2M-H,212.144835534549,199.674654285669,52.847902838071,41.6513961761556,50.4789087645606,32.5731922449372,84.0827048337409,101.549129276712,124.311324495271,151.283144529097,38.5430397326464,40.7847403910542
