feature_group,original_id,fragment_score,isotope_similarity,mass_error_ppm,formula,rank_group,is_tied
6.93_486.2704m/z||M-H,CSID16734451,33.4,73.8594072597742,-3.59941707173984,C25H37N5O5,7,True
6.93_486.2704m/z||M-H,CSID16711898,31.4,73.8594072597742,-3.59941707173984,C25H37N5O5,8,True
6.93_486.2704m/z||M-H,CSID16711918,31.4,73.8594072597742,-3.59941707173984,C25H37N5O5,8,True
6.93_486.2704m/z||M-H,CSID16648226,30.5,73.8594072597742,-3.59941707173984,C25H37N5O5,9,True
6.93_486.2704m/z||M-H,CSID16656214,30.5,73.8594072597742,-3.59941707173984,C25H37N5O5,9,True
6.93_486.2704m/z||M-H,CSID16625000,8.26,76.9955187013227,4.65461162584183,C20H37N7O7,10,True
6.93_486.2704m/z||M-H,CSID16628415,8.26,76.9955187013227,4.65461162584183,C20H37N7O7,10,True
6.93_486.2704m/z||M-H,CSID16594672,7.42,76.9955187013227,4.65461162584183,C20H37N7O7,11,True
6.93_486.2704m/z||M-H,CSID16596571,7.42,76.9955187013227,4.65461162584183,C20H37N7O7,11,True
6.93_486.2704m/z||M-H,CSID16664758,7.42,76.9955187013227,4.65461162584183,C20H37N7O7,11,True
6.93_486.2704m/z||M-H,CSID16666267,7.42,76.9955187013227,4.65461162584183,C20H37N7O7,11,True
6.93_486.2704m/z||M-H,CSID16685632,5.51,73.8594072597742,-3.59941707173984,C25H37N5O5,12,False
6.93_486.2704m/z||M-H,CSID16583866,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16583886,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16715481,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16715501,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16715674,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16715881,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16715901,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16716074,5.34,73.8594072597742,-3.59941707173984,C25H37N5O5,13,True
6.93_486.2704m/z||M-H,CSID16654849,5.33,73.8594072597742,-3.59941707173984,C25H37N5O5,14,True
6.93_486.2704m/z||M-H,CSID16654869,5.33,73.8594072597742,-3.59941707173984,C25H37N5O5,14,True
6.93_486.2704m/z||M-H,CSID16655042,5.33,73.8594072597742,-3.59941707173984,C25H37N5O5,14,True
6.93_486.2704m/z||M-H,CSID16662821,5.33,73.8594072597742,-3.59941707173984,C25H37N5O5,14,True
6.93_486.2704m/z||M-H,CSID16662841,5.33,73.8594072597742,-3.59941707173984,C25H37N5O5,14,True
6.93_486.2704m/z||M-H,CSID16663013,5.33,73.8594072597742,-3.59941707173984,C25H37N5O5,14,True
6.93_486.2704m/z||M-H,CSID16625152,4.95,76.9955187013227,4.65461162584183,C20H37N7O7,15,True
6.93_486.2704m/z||M-H,CSID16631607,4.95,76.9955187013227,4.65461162584183,C20H37N7O7,15,True
6.93_486.2704m/z||M-H,CSID16584178,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16584179,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16586070,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16586071,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16616029,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16616030,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16616404,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16616405,4.94,76.9955187013227,4.65461162584183,C20H37N7O7,16,True
6.93_486.2704m/z||M-H,CSID16578275,4.88,76.9955187013227,4.65461162584183,C20H37N7O7,17,True
6.93_486.2704m/z||M-H,CSID16578295,4.88,76.9955187013227,4.65461162584183,C20H37N7O7,17,True
6.93_486.2704m/z||M-H,CSID16616177,4.88,76.9955187013227,4.65461162584183,C20H37N7O7,17,True
6.93_486.2704m/z||M-H,CSID16616196,4.88,76.9955187013227,4.65461162584183,C20H37N7O7,17,True
6.93_486.2704m/z||M-H,CSID16685575,4.68,73.8594072597742,-3.59941707173984,C25H37N5O5,18,False
6.93_486.2704m/z||M-H,CSID16635709,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16635729,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16636103,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16636122,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16650859,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16650879,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16658845,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16658865,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16727851,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16727871,4.5,73.8594072597742,-3.59941707173984,C25H37N5O5,19,True
6.93_486.2704m/z||M-H,CSID16651809,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16652209,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16659793,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16660187,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16731590,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16731988,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16734621,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16734641,4.34,73.8594072597742,-3.59941707173984,C25H37N5O5,20,True
6.93_486.2704m/z||M-H,CSID16585661,4.15,76.9955187013227,4.65461162584183,C20H37N7O7,21,True
6.93_486.2704m/z||M-H,CSID16591715,4.15,76.9955187013227,4.65461162584183,C20H37N7O7,21,True
6.93_486.2704m/z||M-H,CSID16600825,4.15,76.9955187013227,4.65461162584183,C20H37N7O7,21,True
6.93_486.2704m/z||M-H,CSID16607656,4.15,76.9955187013227,4.65461162584183,C20H37N7O7,21,True
6.93_486.2704m/z||M-H,CSID16593025,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16593045,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16593063,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16593064,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16594824,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16595684,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16596084,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16596482,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16596483,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16599761,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16648718,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16656705,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16664668,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16664669,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16728585,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16730101,4.11,76.9955187013227,4.65461162584183,C20H37N7O7,22,True
6.93_486.2704m/z||M-H,CSID16576609,4.1,76.9955187013227,4.65461162584183,C20H37N7O7,23,True
6.93_486.2704m/z||M-H,CSID16576610,4.1,76.9955187013227,4.65461162584183,C20H37N7O7,23,True
6.93_486.2704m/z||M-H,CSID16578128,4.1,76.9955187013227,4.65461162584183,C20H37N7O7,23,True
6.93_486.2704m/z||M-H,CSID16578129,4.1,76.9955187013227,4.65461162584183,C20H37N7O7,23,True
6.93_486.2704m/z||M-H,CSID16693206,4.04,73.8594072597742,-3.59941707173984,C25H37N5O5,24,True
6.93_486.2704m/z||M-H,CSID16693585,4.04,73.8594072597742,-3.59941707173984,C25H37N5O5,24,True
6.93_486.2704m/z||M-H,CSID16596818,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16599856,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16665004,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16671424,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16728133,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16728680,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16728893,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16732094,3.32,76.9955187013227,4.65461162584183,C20H37N7O7,25,True
6.93_486.2704m/z||M-H,CSID16669277,3.21,73.8594072597742,-3.59941707173984,C25H37N5O5,26,True
6.93_486.2704m/z||M-H,CSID16669654,3.21,73.8594072597742,-3.59941707173984,C25H37N5O5,26,True
6.93_486.2704m/z||M-H,CSID16684447,3.21,73.8594072597742,-3.59941707173984,C25H37N5O5,26,True
6.93_486.2704m/z||M-H,CSID16692392,3.21,73.8594072597742,-3.59941707173984,C25H37N5O5,26,True
6.93_486.2704m/z||M-H,CSID16693149,3.21,73.8594072597742,-3.59941707173984,C25H37N5O5,26,True
6.93_486.2704m/z||M-H,CSID16579786,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16580184,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16607998,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16619581,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16619979,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16647969,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16649868,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16655961,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16657854,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16729234,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16735302,0.853,76.9955187013227,4.65461162584183,C20H37N7O7,27,True
6.93_486.2704m/z||M-H,CSID16628738,0.838,76.9955187013227,4.65461162584183,C20H37N7O7,28,True
6.93_486.2704m/z||M-H,CSID16631778,0.838,76.9955187013227,4.65461162584183,C20H37N7O7,28,True
6.93_486.2704m/z||M-H,CSID16580082,0.837,73.8594072597742,-3.59941707173984,C25H37N5O5,29,True
6.93_486.2704m/z||M-H,CSID16580476,0.837,73.8594072597742,-3.59941707173984,C25H37N5O5,29,True
6.93_486.2704m/z||M-H,CSID16719470,0.837,73.8594072597742,-3.59941707173984,C25H37N5O5,29,True
6.93_486.2704m/z||M-H,CSID16719490,0.837,73.8594072597742,-3.59941707173984,C25H37N5O5,29,True
6.93_486.2704m/z||M-H,CSID13753342,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16584254,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16584274,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16586241,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16586261,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16587656,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16587751,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16588056,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16592019,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16616575,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16616595,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16619599,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16619998,0.836,76.9955187013227,4.65461162584183,C20H37N7O7,30,True
6.93_486.2704m/z||M-H,CSID16576685,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16576705,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16579710,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16580108,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16595855,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16596255,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16596614,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16596634,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16647893,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16648272,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16648367,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16648889,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16649887,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16652304,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16655886,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16656260,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16656354,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16656876,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16657873,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16660280,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16664800,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16664820,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16666590,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16667439,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16667836,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16671500,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16728437,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16730272,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16732170,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,CSID16735264,0.0,76.9955187013227,4.65461162584183,C20H37N7O7,31,True
6.93_486.2704m/z||M-H,264107,0.0,76.9955187013227,4.65552054089595,C20H37N7O7,32,False
6.93_486.2704m/z||M-H,CSID16648264,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16651619,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16652019,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16655479,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16655801,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16656252,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16659603,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16659999,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16663450,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16663769,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16669673,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16692411,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16693547,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16731267,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,CSID16731667,0.0,73.8594072597742,-3.59941707173984,C25H37N5O5,33,True
6.93_486.2704m/z||M-H,1026330,0.0,73.8594072597742,-3.60004995083415,C25H37N5O5,34,False
6.93_486.2704m/z||M-H,1020757,0.0,67.961990233403,1.53478908477074,C29H37N5S,35,False
7.29_647.3216m/z||M-H,CSID113380976,11.2,75.0898582233999,2.206800087349,C31H53O12P,1,False
7.29_647.3216m/z||M-H,CSID113378803,5.25,75.0898582233999,2.206800087349,C31H53O12P,2,False
7.49_559.3062m/z||M-H,CSID10187609,6.45,74.4778936004226,-0.501116435740617,C35H44O6,1,True
7.49_559.3062m/z||M-H,CSID10187610,6.45,74.4778936004226,-0.501116435740617,C35H44O6,1,True
7.49_559.3062m/z||M-H,CSID10187607,6.39,74.4778936004226,-0.501116435740617,C35H44O6,2,True
7.49_559.3062m/z||M-H,CSID10187608,6.39,74.4778936004226,-0.501116435740617,C35H44O6,2,True
7.49_559.3062m/z||M-H,CSID113377820,1.18,79.6715421493833,3.72688736418089,C28H49O9P,3,False
7.49_559.3062m/z||M-H,CSID2341716,0.0,76.7238851952568,-2.54103963232658,C32H45FO7,4,False
7.49_559.3062m/z||M-H2O-H,CSID16669380,49.9,76.2697580243596,4.15842200657201,C31H42N6O5,1,True
7.49_559.3062m/z||M-H2O-H,CSID16671653,49.9,76.2697580243596,4.15842200657201,C31H42N6O5,1,True
7.49_559.3062m/z||M-H2O-H,CSID16684550,49.9,76.2697580243596,4.15842200657201,C31H42N6O5,1,True
7.49_559.3062m/z||M-H2O-H,CSID16687573,49.9,76.2697580243596,4.15842200657201,C31H42N6O5,1,True
7.49_559.3062m/z||M-H2O-H,CSID16732325,49.9,76.2697580243596,4.15842200657201,C31H42N6O5,1,True
7.49_559.3062m/z||M-H2O-H,CSID16733084,49.9,76.2697580243596,4.15842200657201,C31H42N6O5,1,True
7.49_559.3062m/z||M-H2O-H,CSID16716372,25.4,76.2697580243596,4.15842200657201,C31H42N6O5,2,True
7.49_559.3062m/z||M-H2O-H,CSID16716486,25.4,76.2697580243596,4.15842200657201,C31H42N6O5,2,True
7.49_559.3062m/z||M-H2O-H,CSID16717130,25.4,76.2697580243596,4.15842200657201,C31H42N6O5,2,True
7.49_559.3062m/z||M-H2O-H,CSID16717281,25.4,76.2697580243596,4.15842200657201,C31H42N6O5,2,True
7.49_559.3062m/z||M-H2O-H,CSID16719523,25.4,76.2697580243596,4.15842200657201,C31H42N6O5,2,True
7.49_559.3062m/z||M-H2O-H,CSID16719561,25.4,76.2697580243596,4.15842200657201,C31H42N6O5,2,True
7.49_559.3062m/z||M-H2O-H,CSID28284729,6.48,74.2814467052039,-0.486049821165569,C35H46O7,3,False
7.49_559.3062m/z||M-H2O-H,CSID11651300,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16669342,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16670857,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16670971,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16671729,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16684512,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16686928,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16687687,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16732401,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16733197,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16734674,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.49_559.3062m/z||M-H2O-H,CSID16734712,6.45,76.2697580243596,4.15842200657201,C31H42N6O5,4,True
7.65_559.3057m/z||M-H,CSID113377820,7.12,77.4009743802551,2.76699204643284,C28H49O9P,1,False
7.65_559.3057m/z||M-H,264186,0.0,75.9215924139061,4.49431273859402,C23H44N8O6S,2,False
7.65_559.3057m/z||M-H,CSID2341716,0.0,74.5373230157523,-3.50092893354328,C32H45FO7,3,False
7.65_559.3057m/z||M-H,CSID10187607,0.0,72.3553401747012,-1.46100769506274,C35H44O6,4,True
7.65_559.3057m/z||M-H,CSID10187608,0.0,72.3553401747012,-1.46100769506274,C35H44O6,4,True
7.65_559.3057m/z||M-H,CSID10187609,0.0,72.3553401747012,-1.46100769506274,C35H44O6,4,True
7.65_559.3057m/z||M-H,CSID10187610,0.0,72.3553401747012,-1.46100769506274,C35H44O6,4,True
8.52_566.2434m/z||M-H,CSID16611887,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16611963,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16612287,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16612363,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16613407,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16613427,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16613559,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16613560,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16615001,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16615021,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16615076,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16615077,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16649744,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16649820,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16653159,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16653406,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16654755,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16654926,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16657730,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16657806,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16661133,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16661379,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16662727,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16662897,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16681569,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16681589,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16681721,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16681722,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
8.52_566.2434m/z||M-H,CSID16683458,0.0,70.9887355409796,-1.43940217250226,C29H37N5O5S,1,True
