compound_name,formula,molecular_formula,source_compound_id,description,inchikey,rank_group,is_tied
"Isocalolongic acid; 3-[(2R,3S)-5-Hydroxy-2,3,8,8-tetramethyl-4-oxo-3,4-dihydro-2H,8H-pyrano[2,3-f]chromen-6-yl]hexanoic acid",C22H28O6,C22H28O6,985133,"Isocalolongic acid; 3-[(2R,3S)-5-Hydroxy-2,3,8,8-tetramethyl-4-oxo-3,4-dihydro-2H,8H-pyrano[2,3-f]chromen-6-yl]hexanoic acid",,28,True
Quassin,C22H28O6,C22H28O6,41276,Quassin,,29,True
"Piperenone; (2S,3R,3aS,7aR)-5-Allyl-2-(3,4-dimethoxyphenyl)-3a,7a-dimethoxy-3-methyl-3,3a,7,7a-tetrahydro-1-benzofuran-6(2H)-one",C22H28O6,C22H28O6,985390,"Piperenone; (2S,3R,3aS,7aR)-5-Allyl-2-(3,4-dimethoxyphenyl)-3a,7a-dimethoxy-3-methyl-3,3a,7,7a-tetrahydro-1-benzofuran-6(2H)-one",,29,True
guanacastepene N,C22H28O6,C22H28O6,CSID10156472,guanacastepene N,,30,True
"(1S,4R,5S,6R,7R)-3-Allyl-4-hydroxy-1-methoxy-7-methyl-6-(3,4,5-trimethoxyphenyl)bicyclo[3.2.1]oct-2-en-8-one",C22H28O6,C22H28O6,CSID151325,"(1S,4R,5S,6R,7R)-3-Allyl-4-hydroxy-1-methoxy-7-methyl-6-(3,4,5-trimethoxyphenyl)bicyclo[3.2.1]oct-2-en-8-one",,30,True
gomisin J,C22H28O6,C22H28O6,CSID2273002,gomisin J,,30,True
"2-{2-Methoxy-4-[(1E)-1-propen-1-yl]phenoxy}-1-(3,4,5-trimethoxyphenyl)-1-propanol",C22H28O6,C22H28O6,CSID4816777,"2-{2-Methoxy-4-[(1E)-1-propen-1-yl]phenoxy}-1-(3,4,5-trimethoxyphenyl)-1-propanol",,30,True
"2,12-Dimethoxypicrasa-2,12-diene-1,11,16-trione",C22H28O6,C22H28O6,CSID4824,"2,12-Dimethoxypicrasa-2,12-diene-1,11,16-trione",,30,True
pseudolaric acid A,C22H28O6,C22H28O6,CSID4940925,pseudolaric acid A,,30,True
"5,7-Dihydroxy-4-(1-hydroxy-propyl)-6-(3-methyl-but-2-enyl)-8-(2-methyl-butyryl)-chromen-2-one",C22H28O6,C22H28O6,CSID8675880,"5,7-Dihydroxy-4-(1-hydroxy-propyl)-6-(3-methyl-but-2-enyl)-8-(2-methyl-butyryl)-chromen-2-one",,30,True
Aristelegin B,C22H28O6,C22H28O6,CSID9124336,Aristelegin B,,30,True
"(2Z,2′Z)-1,1′-(3,4,5,6-Tetramethyl-2H,7H-pyrano[2,3-b]pyran-2,7-diyl)bis(2-methoxy-2-buten-1-one)",C22H28O6,C22H28O6,CSID9638220,"(2Z,2′Z)-1,1′-(3,4,5,6-Tetramethyl-2H,7H-pyrano[2,3-b]pyran-2,7-diyl)bis(2-methoxy-2-buten-1-one)",,30,True
"N-[2-[[6-(3,5-dimethylpyrazol-1-yl)-2-methylpyrimidin-4-yl]amino]ethyl]-1H-indole-3-carboxamide",C21H22N7O,C21H22N7O,1044970,"N-[2-[[6-(3,5-dimethylpyrazol-1-yl)-2-methylpyrimidin-4-yl]amino]ethyl]-1H-indole-3-carboxamide",,31,False
suxethonium chloride,C16H34Cl2N2O4,C16H34Cl2N2O4,CSID64776,suxethonium chloride,,32,False
"3-[(2E,6E)-9-(3,3-Dimethyl-2-oxiranyl)-3,7-dimethyl-2,6-nonadien-1-yl]-4-hydroxy-6-(3-pyridinyl)-2H-pyran-2-one",C25H31NO4,C25H31NO4,CSID65328836,"3-[(2E,6E)-9-(3,3-Dimethyl-2-oxiranyl)-3,7-dimethyl-2,6-nonadien-1-yl]-4-hydroxy-6-(3-pyridinyl)-2H-pyran-2-one",,1,False
"3-{(2E,6E)-9-[(2S)-3,3-Dimethyl-2-oxiranyl]-3,7-dimethyl-2,6-nonadien-1-yl}-4-hydroxy-6-(3-pyridinyl)-2H-pyran-2-one",C25H31NO4,C25H31NO4,CSID24605681,"3-{(2E,6E)-9-[(2S)-3,3-Dimethyl-2-oxiranyl]-3,7-dimethyl-2,6-nonadien-1-yl}-4-hydroxy-6-(3-pyridinyl)-2H-pyran-2-one",,2,False
,C21H27N7O2,C21H27N7O2,1000888,,,3,True
"[1-[5-(3-tert-butyl-1,2,4-oxadiazol-5-yl)pyridin-2-yl]imidazol-4-yl]-(4-ethylpiperazin-1-yl)methanone",C21H27N7O2,C21H27N7O2,1011039,"[1-[5-(3-tert-butyl-1,2,4-oxadiazol-5-yl)pyridin-2-yl]imidazol-4-yl]-(4-ethylpiperazin-1-yl)methanone",,3,True
"4-[3-(2-methoxyethyl)imidazo[4,5-b]pyridin-2-yl]-1-(4-pyrimidin-2-ylpiperazin-1-yl)butan-1-one",C21H27N7O2,C21H27N7O2,1018982,"4-[3-(2-methoxyethyl)imidazo[4,5-b]pyridin-2-yl]-1-(4-pyrimidin-2-ylpiperazin-1-yl)butan-1-one",,3,True
"[1-[5-(3-tert-butyl-1,2,4-oxadiazol-5-yl)pyridin-2-yl]imidazol-4-yl]-(4-methyl-1,4-diazepan-1-yl)methanone",C21H27N7O2,C21H27N7O2,1022956,"[1-[5-(3-tert-butyl-1,2,4-oxadiazol-5-yl)pyridin-2-yl]imidazol-4-yl]-(4-methyl-1,4-diazepan-1-yl)methanone",,3,True
,C21H27N7O2,C21H27N7O2,1029310,,,3,True
"[4-(3-ethyl-5-propyl-[1,2,4]triazolo[4,3-a]pyrimidin-7-yl)piperazin-1-yl]-(6-methoxypyridin-3-yl)methanone",C21H27N7O2,C21H27N7O2,1034504,"[4-(3-ethyl-5-propyl-[1,2,4]triazolo[4,3-a]pyrimidin-7-yl)piperazin-1-yl]-(6-methoxypyridin-3-yl)methanone",,3,True
"(4-ethylpiperazin-1-yl)-[5-methyl-1-[4-(3-propyl-1,2,4-oxadiazol-5-yl)pyridin-2-yl]pyrazol-4-yl]methanone",C21H27N7O2,C21H27N7O2,1008591,"(4-ethylpiperazin-1-yl)-[5-methyl-1-[4-(3-propyl-1,2,4-oxadiazol-5-yl)pyridin-2-yl]pyrazol-4-yl]methanone",,4,False
Fenperate,C25H31NO4,C25H31NO4,CSID187418,Fenperate,,5,True
"N-[2-(4-{[(2E)-5-(3,3-Dimethyl-2-oxiranyl)-4-hydroxy-3-methyl-2-penten-1-yl]oxy}phenyl)ethyl]benzamide",C25H31NO4,C25H31NO4,CSID4515560,"N-[2-(4-{[(2E)-5-(3,3-Dimethyl-2-oxiranyl)-4-hydroxy-3-methyl-2-penten-1-yl]oxy}phenyl)ethyl]benzamide",,5,True
"(3S,4aR,6aR,12aR,12bS)-3-Hydroxy-4,4,6a,12b-tetramethyl-9-(3-pyridinyl)-1,3,4,4a,5,6,6a,12,12a,12b-decahydro-2H,11H-benzo[f]pyrano[4,3-b]chromen-11-one",C25H31NO4,C25H31NO4,CSID8607071,"(3S,4aR,6aR,12aR,12bS)-3-Hydroxy-4,4,6a,12b-tetramethyl-9-(3-pyridinyl)-1,3,4,4a,5,6,6a,12,12a,12b-decahydro-2H,11H-benzo[f]pyrano[4,3-b]chromen-11-one",,5,True
Acidissiminol epoxide,C25H31NO4,C25H31NO4,HMDB40793,Acidissiminol epoxide,,6,False
"6-Methyl-2-{4-[1-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-4-penten-2-yl]phenyl}-1,3,6,2-dioxazaborocane-4,8-dione",C22H31B2NO6,C22H31B2NO6,CSID65327391,"6-Methyl-2-{4-[1-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-4-penten-2-yl]phenyl}-1,3,6,2-dioxazaborocane-4,8-dione",,1,False
"3-[(2E,6E)-10,11-Dihydroxy-3,7,11-trimethyl-2,6-dodecadien-1-yl]-4-hydroxy-6-(3-pyridinyl)-2H-pyran-2-one",C25H33NO5,C25H33NO5,CSID24605682,"3-[(2E,6E)-10,11-Dihydroxy-3,7,11-trimethyl-2,6-dodecadien-1-yl]-4-hydroxy-6-(3-pyridinyl)-2H-pyran-2-one",,2,False
"Benzamide, N-[2-[4-[(4,6,7-trihydroxy-3,7-dimethyl-2-octenyl)oxy]phenyl]ethyl]-",C25H33NO5,C25H33NO5,CSID35015028,"Benzamide, N-[2-[4-[(4,6,7-trihydroxy-3,7-dimethyl-2-octenyl)oxy]phenyl]ethyl]-",,3,False
Dihydroxyacidissiminol,C25H33NO5,C25H33NO5,HMDB40792,Dihydroxyacidissiminol,,4,False
Geyerine,C25H33NO5,C25H33NO5,CSID10249386,Geyerine,,5,True
"(S)-3-Cyclopropyl-N-((1S,2S)-1-hydroxy-1-phenylpropan-2-yl)-N-methyl-2-(3,4,5-trimethoxyphenyl)propanamide",C25H33NO5,C25H33NO5,CSID32779471,"(S)-3-Cyclopropyl-N-((1S,2S)-1-hydroxy-1-phenylpropan-2-yl)-N-methyl-2-(3,4,5-trimethoxyphenyl)propanamide",,5,True
daphmanidin A,C25H33NO5,C25H33NO5,CSID9070482,daphmanidin A,,5,True
"5-[2-(4a-hydroxy-1,3,4,5,6,7,8,8a-octahydroisoquinolin-2-yl)-2-oxoethoxy]-4-butyl-7-methylchromen-2-one",C25H33NO5,C25H33NO5,1027991,"5-[2-(4a-hydroxy-1,3,4,5,6,7,8,8a-octahydroisoquinolin-2-yl)-2-oxoethoxy]-4-butyl-7-methylchromen-2-one",,6,False
"3-(Pentadecanoyloxy)-1,2-propanediyl (9Z,9′Z)bis(-9-pentadecenoate)",C48H88O6,C48H88O6,CSID113371599,"3-(Pentadecanoyloxy)-1,2-propanediyl (9Z,9′Z)bis(-9-pentadecenoate)",,1,True
"3-(Dodecanoyloxy)-2-(palmitoyloxy)propyl (9Z,12Z)-9,12-heptadecadienoate",C48H88O6,C48H88O6,CSID113371942,"3-(Dodecanoyloxy)-2-(palmitoyloxy)propyl (9Z,12Z)-9,12-heptadecadienoate",,1,True
2-[(9Z)-9-Pentadecenoyloxy]-3-[(9Z)-9-tetradecenoyloxy]propyl palmitate,C48H88O6,C48H88O6,CSID113372839,2-[(9Z)-9-Pentadecenoyloxy]-3-[(9Z)-9-tetradecenoyloxy]propyl palmitate,,1,True
3-(Pentadecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID35016334,3-(Pentadecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,,1,True
1-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]-2-propanyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID35016361,1-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]-2-propanyl (9Z)-9-hexadecenoate,,1,True
3-(Pentadecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID59652693,3-(Pentadecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,,1,True
1-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]-2-propanyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID59652720,1-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]-2-propanyl (9Z)-9-hexadecenoate,,1,True
3-(Dodecanoyloxy)-2-[(9Z)-9-hexadecenoyloxy]propyl (9Z)-9-heptadecenoate,C48H88O6,C48H88O6,CSID113371956,3-(Dodecanoyloxy)-2-[(9Z)-9-hexadecenoyloxy]propyl (9Z)-9-heptadecenoate,,2,True
2-[(9Z)-9-Pentadecenoyloxy]-3-(tridecanoyloxy)propyl (9Z)-9-heptadecenoate,C48H88O6,C48H88O6,CSID113372258,2-[(9Z)-9-Pentadecenoyloxy]-3-(tridecanoyloxy)propyl (9Z)-9-heptadecenoate,,2,True
3-(Tetradecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-heptadecenoate,C48H88O6,C48H88O6,CSID113372522,3-(Tetradecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-heptadecenoate,,2,True
3-(Dodecanoyloxy)-2-[(9Z)-9-pentadecenoyloxy]propyl (9Z)-9-octadecenoate,C48H88O6,C48H88O6,CSID113371920,3-(Dodecanoyloxy)-2-[(9Z)-9-pentadecenoyloxy]propyl (9Z)-9-octadecenoate,,3,True
2-[(9Z)-9-Tetradecenoyloxy]-3-(tridecanoyloxy)propyl (9Z)-9-octadecenoate,C48H88O6,C48H88O6,CSID113372219,2-[(9Z)-9-Tetradecenoyloxy]-3-(tridecanoyloxy)propyl (9Z)-9-octadecenoate,,3,True
"3-(Tridecanoyloxy)-1,2-propanediyl (9Z,9′Z)bis(-9-hexadecenoate)",C48H88O6,C48H88O6,CSID113371494,"3-(Tridecanoyloxy)-1,2-propanediyl (9Z,9′Z)bis(-9-hexadecenoate)",,4,True
"2,3-Bis(tetradecanoyloxy)propyl (9Z,12Z)-9,12-heptadecadienoate",C48H88O6,C48H88O6,CSID113371515,"2,3-Bis(tetradecanoyloxy)propyl (9Z,12Z)-9,12-heptadecadienoate",,4,True
"2,3-Bis[(9Z)-9-tetradecenoyloxy]propyl heptadecanoate",C48H88O6,C48H88O6,CSID113371547,"2,3-Bis[(9Z)-9-tetradecenoyloxy]propyl heptadecanoate",,4,True
"3-(Dodecanoyloxy)-2-(tridecanoyloxy)propyl (11Z,14Z)-11,14-icosadienoate",C48H88O6,C48H88O6,CSID113371844,"3-(Dodecanoyloxy)-2-(tridecanoyloxy)propyl (11Z,14Z)-11,14-icosadienoate",,4,True
3-(Dodecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-nonadecenoate,C48H88O6,C48H88O6,CSID113371880,3-(Dodecanoyloxy)-2-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-nonadecenoate,,4,True
"3-(Dodecanoyloxy)-2-(pentadecanoyloxy)propyl (9Z,12Z)-9,12-octadecadienoate",C48H88O6,C48H88O6,CSID113371898,"3-(Dodecanoyloxy)-2-(pentadecanoyloxy)propyl (9Z,12Z)-9,12-octadecadienoate",,4,True
"2-(Tetradecanoyloxy)-3-(tridecanoyloxy)propyl (9Z,12Z)-9,12-octadecadienoate",C48H88O6,C48H88O6,CSID113372196,"2-(Tetradecanoyloxy)-3-(tridecanoyloxy)propyl (9Z,12Z)-9,12-octadecadienoate",,4,True
"2-(Pentadecanoyloxy)-3-(tridecanoyloxy)propyl (9Z,12Z)-9,12-heptadecadienoate",C48H88O6,C48H88O6,CSID113372241,"2-(Pentadecanoyloxy)-3-(tridecanoyloxy)propyl (9Z,12Z)-9,12-heptadecadienoate",,4,True
2-[(9Z)-9-Pentadecenoyloxy]-3-(tetradecanoyloxy)propyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID113372559,2-[(9Z)-9-Pentadecenoyloxy]-3-(tetradecanoyloxy)propyl (9Z)-9-hexadecenoate,,4,True
2-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID113372819,2-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,,4,True
2-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID35020650,2-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,,4,True
2-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,C48H88O6,C48H88O6,CSID59656917,2-(Pentadecanoyloxy)-3-[(9Z)-9-tetradecenoyloxy]propyl (9Z)-9-hexadecenoate,,4,True
thr-ile-lys-ser,C19H37N5O7,C19H37N5O7,CSID16707541,thr-ile-lys-ser,,1,True
thr-ile-ser-lys,C19H37N5O7,C19H37N5O7,CSID16707617,thr-ile-ser-lys,,1,True
thr-leu-lys-ser,C19H37N5O7,C19H37N5O7,CSID16707941,thr-leu-lys-ser,,1,True
thr-leu-ser-lys,C19H37N5O7,C19H37N5O7,CSID16708017,thr-leu-ser-lys,,1,True
Sisomicin,C19H37N5O7,C19H37N5O7,CSID33222,Sisomicin,,2,True
Pentisomicin,C19H37N5O7,C19H37N5O7,CSID58912,Pentisomicin,,2,True
ser-ile-lys-thr,C19H37N5O7,C19H37N5O7,CSID16699545,ser-ile-lys-thr,,3,True
ser-ile-thr-lys,C19H37N5O7,C19H37N5O7,CSID16699640,ser-ile-thr-lys,,3,True
ser-leu-lys-thr,C19H37N5O7,C19H37N5O7,CSID16699945,ser-leu-lys-thr,,3,True
ser-leu-thr-lys,C19H37N5O7,C19H37N5O7,CSID16700040,ser-leu-thr-lys,,3,True
ser-lys-ile-thr,C19H37N5O7,C19H37N5O7,CSID16700305,ser-lys-ile-thr,,3,True
ser-lys-leu-thr,C19H37N5O7,C19H37N5O7,CSID16700324,ser-lys-leu-thr,,3,True
ser-lys-thr-ile,C19H37N5O7,C19H37N5O7,CSID16700437,ser-lys-thr-ile,,3,True
ser-lys-thr-leu,C19H37N5O7,C19H37N5O7,CSID16700438,ser-lys-thr-leu,,3,True
ser-thr-ile-lys,C19H37N5O7,C19H37N5O7,CSID16702298,ser-thr-ile-lys,,3,True
ser-thr-leu-lys,C19H37N5O7,C19H37N5O7,CSID16702318,ser-thr-leu-lys,,3,True
ser-thr-lys-ile,C19H37N5O7,C19H37N5O7,CSID16702336,ser-thr-lys-ile,,3,True
ser-thr-lys-leu,C19H37N5O7,C19H37N5O7,CSID16702337,ser-thr-lys-leu,,3,True
ile-thr-lys-ser,C19H37N5O7,C19H37N5O7,CSID16654497,ile-thr-lys-ser,,4,True
ile-thr-ser-lys,C19H37N5O7,C19H37N5O7,CSID16654573,ile-thr-ser-lys,,4,True
leu-thr-lys-ser,C19H37N5O7,C19H37N5O7,CSID16662469,leu-thr-lys-ser,,4,True
leu-thr-ser-lys,C19H37N5O7,C19H37N5O7,CSID16662545,leu-thr-ser-lys,,4,True
thr-lys-thr-val,C19H37N5O7,C19H37N5O7,CSID16708443,thr-lys-thr-val,,5,True
thr-thr-lys-val,C19H37N5O7,C19H37N5O7,CSID16710342,thr-thr-lys-val,,5,True
thr-lys-ile-ser,C19H37N5O7,C19H37N5O7,CSID16708301,thr-lys-ile-ser,,6,True
thr-lys-leu-ser,C19H37N5O7,C19H37N5O7,CSID16708320,thr-lys-leu-ser,,6,True
thr-lys-ser-ile,C19H37N5O7,C19H37N5O7,CSID16708413,thr-lys-ser-ile,,6,True
thr-lys-ser-leu,C19H37N5O7,C19H37N5O7,CSID16708414,thr-lys-ser-leu,,6,True
thr-lys-val-thr,C19H37N5O7,C19H37N5O7,CSID16708500,thr-lys-val-thr,,6,True
thr-ser-ile-lys,C19H37N5O7,C19H37N5O7,CSID16709894,thr-ser-ile-lys,,6,True
thr-ser-leu-lys,C19H37N5O7,C19H37N5O7,CSID16709914,thr-ser-leu-lys,,6,True
thr-ser-lys-ile,C19H37N5O7,C19H37N5O7,CSID16709932,thr-ser-lys-ile,,6,True
thr-ser-lys-leu,C19H37N5O7,C19H37N5O7,CSID16709933,thr-ser-lys-leu,,6,True
thr-thr-val-lys,C19H37N5O7,C19H37N5O7,CSID16710494,thr-thr-val-lys,,6,True
thr-val-lys-thr,C19H37N5O7,C19H37N5O7,CSID16711535,thr-val-lys-thr,,6,True
thr-val-thr-lys,C19H37N5O7,C19H37N5O7,CSID16711630,thr-val-thr-lys,,6,True
lys-thr-thr-val,C19H37N5O7,C19H37N5O7,CSID16670518,lys-thr-thr-val,,7,False
lys-ser-thr-ile,C19H37N5O7,C19H37N5O7,CSID16670108,lys-ser-thr-ile,,8,True
lys-ser-thr-leu,C19H37N5O7,C19H37N5O7,CSID16670109,lys-ser-thr-leu,,8,True
lys-thr-ser-ile,C19H37N5O7,C19H37N5O7,CSID16670488,lys-thr-ser-ile,,8,True
lys-thr-ser-leu,C19H37N5O7,C19H37N5O7,CSID16670489,lys-thr-ser-leu,,8,True
Leu Thr Ser Lys,C19H37N5O7,C19H37N5O7,182187,Leu Thr Ser Lys,,9,True
Ser Leu Thr Lys,C19H37N5O7,C19H37N5O7,227407,Ser Leu Thr Lys,,9,True
ile-lys-ser-thr,C19H37N5O7,C19H37N5O7,CSID16652578,ile-lys-ser-thr,,10,True
ile-lys-thr-ser,C19H37N5O7,C19H37N5O7,CSID16652597,ile-lys-thr-ser,,10,True
ile-ser-lys-thr,C19H37N5O7,C19H37N5O7,CSID16654098,ile-ser-lys-thr,,10,True
ile-ser-thr-lys,C19H37N5O7,C19H37N5O7,CSID16654193,ile-ser-thr-lys,,10,True
leu-lys-ser-thr,C19H37N5O7,C19H37N5O7,CSID16660554,leu-lys-ser-thr,,10,True
leu-lys-thr-ser,C19H37N5O7,C19H37N5O7,CSID16660573,leu-lys-thr-ser,,10,True
leu-ser-lys-thr,C19H37N5O7,C19H37N5O7,CSID16662070,leu-ser-lys-thr,,10,True
leu-ser-thr-lys,C19H37N5O7,C19H37N5O7,CSID16662165,leu-ser-thr-lys,,10,True
lys-ile-ser-thr,C19H37N5O7,C19H37N5O7,CSID16667710,lys-ile-ser-thr,,10,True
lys-ile-thr-ser,C19H37N5O7,C19H37N5O7,CSID16667729,lys-ile-thr-ser,,10,True
lys-leu-ser-thr,C19H37N5O7,C19H37N5O7,CSID16668109,lys-leu-ser-thr,,10,True
lys-leu-thr-ser,C19H37N5O7,C19H37N5O7,CSID16668128,lys-leu-thr-ser,,10,True
lys-ser-ile-thr,C19H37N5O7,C19H37N5O7,CSID16669976,lys-ser-ile-thr,,10,True
lys-ser-leu-thr,C19H37N5O7,C19H37N5O7,CSID16669996,lys-ser-leu-thr,,10,True
lys-thr-ile-ser,C19H37N5O7,C19H37N5O7,CSID16670374,lys-thr-ile-ser,,10,True
lys-thr-leu-ser,C19H37N5O7,C19H37N5O7,CSID16670394,lys-thr-leu-ser,,10,True
lys-thr-val-thr,C19H37N5O7,C19H37N5O7,CSID16670575,lys-thr-val-thr,,10,True
lys-val-thr-thr,C19H37N5O7,C19H37N5O7,CSID16671712,lys-val-thr-thr,,10,True
val-lys-thr-thr,C19H37N5O7,C19H37N5O7,CSID16732384,val-lys-thr-thr,,10,True
val-thr-lys-thr,C19H37N5O7,C19H37N5O7,CSID16734278,val-thr-lys-thr,,10,True
val-thr-thr-lys,C19H37N5O7,C19H37N5O7,CSID16734373,val-thr-thr-lys,,10,True
"(2S-cis)-4-O-[3-Amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]-2-deoxy-6-O-[3-deoxy-4-C-methyl-3-(methylamino)-b-L-arabinopyranosyl]-D-streptamine",C19H37N5O7,C19H37N5O7,CSID4447662,"(2S-cis)-4-O-[3-Amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]-2-deoxy-6-O-[3-deoxy-4-C-methyl-3-(methylamino)-b-L-arabinopyranosyl]-D-streptamine",,10,True
"2-(4-acetylpiperazin-1-yl)-N-[2-(1-ethylpiperidin-4-yl)ethyl]-4,5,6,7-tetrahydro-1,3-benzothiazole-6-carboxamide",C23H37N5O2S,C23H37N5O2S,1049194,"2-(4-acetylpiperazin-1-yl)-N-[2-(1-ethylpiperidin-4-yl)ethyl]-4,5,6,7-tetrahydro-1,3-benzothiazole-6-carboxamide",,11,False
"2,4-Bis[4-(2-methyl-2-propanyl)phenyl]-6-(4-vinylphenyl)-1,3,5-triazine",C31H33N3,C31H33N3,CSID28572608,"2,4-Bis[4-(2-methyl-2-propanyl)phenyl]-6-(4-vinylphenyl)-1,3,5-triazine",,12,False
Rhoipteleside B,C48H80O16,C48H80O16,CSID10285264,Rhoipteleside B,,1,False
Val Ile Pro Lys Ser,C25H46N6O7,C25H46N6O7,264643,Val Ile Pro Lys Ser,,1,False
"(3R,3′R,6R)-3-Hydroxy-4,5-didehydro-5,6-dihydro-β,β-caroten-3′-yl 3-[(3S,4S)-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinyl-3-phorbinyl]propanoate",C73H88N4O4,C73H88N4O4,CSID59700220,"(3R,3′R,6R)-3-Hydroxy-4,5-didehydro-5,6-dihydro-β,β-caroten-3′-yl 3-[(3S,4S)-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinyl-3-phorbinyl]propanoate",,1,False
"(3R,3′R,6′R)-3-Hydroxy-4′,5′-didehydro-5′,6′-dihydro-β,β-caroten-3′-yl 3-[(3S,4S)-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinyl-3-phorbinyl]propanoate",C73H88N4O4,C73H88N4O4,CSID59700221,"(3R,3′R,6′R)-3-Hydroxy-4′,5′-didehydro-5′,6′-dihydro-β,β-caroten-3′-yl 3-[(3S,4S)-14-ethyl-4,8,13,18-tetramethyl-20-oxo-9-vinyl-3-phorbinyl]propanoate",,2,False
O-Ureidohomoserine,C5H11N3O4,C5H11N3O4,HMDB12271,O-Ureidohomoserine,,1,False
ureidohomoserine,C5H11N3O4,C5H11N3O4,CSID168234,ureidohomoserine,,2,True
O-(Carbamoylamino)homoserine,C5H11N3O4,C5H11N3O4,CSID19993690,O-(Carbamoylamino)homoserine,,2,True
(4S)-4-Amino-5-[(hydroxyamino)oxy]-5-oxopentanamide,C5H11N3O4,C5H11N3O4,CSID67036930,(4S)-4-Amino-5-[(hydroxyamino)oxy]-5-oxopentanamide,,2,True
4-Amino-5-[(hydroxyamino)oxy]-5-oxopentanamide,C5H11N3O4,C5H11N3O4,CSID67038570,4-Amino-5-[(hydroxyamino)oxy]-5-oxopentanamide,,2,True
(2S)-2-(2-Carbamoylhydrazino)-4-hydroxybutanoic acid,C5H11N3O4,C5H11N3O4,CSID67162130,(2S)-2-(2-Carbamoylhydrazino)-4-hydroxybutanoic acid,,2,True
5-(1-~2~H)Ethylidene-D-xylopyranose,C7H11DO5,C7H11DO5,CSID67034865,5-(1-~2~H)Ethylidene-D-xylopyranose,,3,False
"3-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(2S)-2-(3-ethyl-1,2,4-oxadiazol-5-yl)-4,4-difluoropyrrolidin-1-yl]propan-1-one",C16H20F2N4O3,C16H20F2N4O3,1082030,"3-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(2S)-2-(3-ethyl-1,2,4-oxadiazol-5-yl)-4,4-difluoropyrrolidin-1-yl]propan-1-one",,1,False
"3-(4-fluorophenyl)-1-(2-oxo-2-piperidin-1-ylethyl)imidazo[4,5-b]pyridin-2-one",C19H19FN4O2,C19H19FN4O2,1010545,"3-(4-fluorophenyl)-1-(2-oxo-2-piperidin-1-ylethyl)imidazo[4,5-b]pyridin-2-one",,2,True
"N-cyclopentyl-2-[3-(4-fluorophenyl)-2-oxoimidazo[4,5-b]pyridin-1-yl]acetamide",C19H19FN4O2,C19H19FN4O2,1020133,"N-cyclopentyl-2-[3-(4-fluorophenyl)-2-oxoimidazo[4,5-b]pyridin-1-yl]acetamide",,2,True
4-(4-fluoroanilino)-N-(3-methoxypropyl)quinazoline-2-carboxamide,C19H19FN4O2,C19H19FN4O2,1021261,4-(4-fluoroanilino)-N-(3-methoxypropyl)quinazoline-2-carboxamide,,2,True
"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-4-fluorobenzamide",C19H19FN4O2,C19H19FN4O2,1024931,"N-[4,6-dimethyl-3-(5-propyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]-4-fluorobenzamide",,2,True
