compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
Roxithromycin,C41H76N2O15,C41H76N2O15,CSID392060,Roxithromycin,1,0.2010457797391066
Roxithromycin,C41H76N2O15,C41H76N2O15,CSID5291557,Roxithromycin,2,0.2010457797391066
Roxithromycin,C41H76N2O15,C41H76N2O15,HMDB14916,Roxithromycin,3,0.20103987300087003
ROXITHROMYCIN,C41H76N2O15,C41H76N2O15,44347,ROXITHROMYCIN,4,0.19843428376172506
ROXITHROMYCIN,C41H76N2O15,C41H76N2O15,988088,ROXITHROMYCIN,5,0.19843428375919173
"(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (11Z,14Z,17Z)-11,14,17-icosatrienoate",C25H46NO7P,C25H46NO7P,CSID24769365,"(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (11Z,14Z,17Z)-11,14,17-icosatrienoate",1,0.06878313658837566
"2-[(5Z,8Z,11Z)-icosatrienoyl]-sn-glycero-3-phosphoethanolamine",C25H46NO7P,C25H46NO7P,CSID24769366,"2-[(5Z,8Z,11Z)-icosatrienoyl]-sn-glycero-3-phosphoethanolamine",2,0.06878313658837566
"(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (8Z,11Z,14Z)-8,11,14-icosatrienoate",C25H46NO7P,C25H46NO7P,CSID24769367,"(2R)-1-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-3-hydroxy-2-propanyl (8Z,11Z,14Z)-8,11,14-icosatrienoate",3,0.06878313658837566
"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (11Z,14Z,17Z)-11,14,17-icosatrienoate",C25H46NO7P,C25H46NO7P,CSID24769392,"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (11Z,14Z,17Z)-11,14,17-icosatrienoate",4,0.06878313658837566
"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (5Z,8Z,11Z)-5,8,11-icosatrienoate",C25H46NO7P,C25H46NO7P,CSID24769393,"(2R)-3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (5Z,8Z,11Z)-5,8,11-icosatrienoate",5,0.06878313658837566
"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-1,2-propanediyl (9Z,9′Z)bis(-9-octadecenoate)",C51H93O18P,C51H93O18P,CSID113380476,"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-1,2-propanediyl (9Z,9′Z)bis(-9-octadecenoate)",1,0.5
"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-2-(stearoyloxy)propyl (9Z,12Z)-9,12-octadecadienoate",C51H93O18P,C51H93O18P,CSID113380481,"(2R)-3-[(Hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-2-(stearoyloxy)propyl (9Z,12Z)-9,12-octadecadienoate",2,0.5
"N-(2,6-Diisopropylphenyl)-6-(2,4,6-triisopropylphenyl)-2-pyridinamine",C32H44N2,C32H44N2,CSID13090709,"N-(2,6-Diisopropylphenyl)-6-(2,4,6-triisopropylphenyl)-2-pyridinamine",1,1.0
"2,2′-Oxybis[1,1,1-tris(2-methyl-2-propanyl)disilane]",C24H54OSi4,C24H54OSi4,CSID65999204,"2,2′-Oxybis[1,1,1-tris(2-methyl-2-propanyl)disilane]",1,1.0
N-(2-{2-[2-(2-Azidoethoxy)ethoxy]ethoxy}ethyl)-6-(5-methyl-2-oxo-4-imidazolidinyl)hexanamide,C18H34N6O5,C18H34N6O5,CSID65324563,N-(2-{2-[2-(2-Azidoethoxy)ethoxy]ethoxy}ethyl)-6-(5-methyl-2-oxo-4-imidazolidinyl)hexanamide,1,1.0
"(5α,14ξ,24S)-24,25-Dihydroxy-4,4,17-trimethyl-3-oxocholesta-7,9(11)-dien-27-yl (2Z,5E,9E)-2-[2-(2,5-dihydroxyphenyl)-2-oxoethylidene]-11-hydroxy-6,10-dimethyl-5,9-undecadienoate",C51H72O9,C51H72O9,CSID28286388,"(5α,14ξ,24S)-24,25-Dihydroxy-4,4,17-trimethyl-3-oxocholesta-7,9(11)-dien-27-yl (2Z,5E,9E)-2-[2-(2,5-dihydroxyphenyl)-2-oxoethylidene]-11-hydroxy-6,10-dimethyl-5,9-undecadienoate",1,1.0
"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(pentadecanoyloxy)-2-propanyl (8Z,11Z,14Z)-8,11,14-icosatrienoate",C44H79O13P,C44H79O13P,CSID113377964,"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(pentadecanoyloxy)-2-propanyl (8Z,11Z,14Z)-8,11,14-icosatrienoate",1,0.08333333333333333
"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-[(9Z)-9-pentadecenoyloxy]-2-propanyl (11Z,14Z)-11,14-icosadienoate",C44H79O13P,C44H79O13P,CSID113377993,"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-[(9Z)-9-pentadecenoyloxy]-2-propanyl (11Z,14Z)-11,14-icosadienoate",2,0.08333333333333333
"(2R)-1-(Heptadecanoyloxy)-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (6Z,9Z,12Z)-6,9,12-octadecatrienoate",C44H79O13P,C44H79O13P,CSID113378045,"(2R)-1-(Heptadecanoyloxy)-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (6Z,9Z,12Z)-6,9,12-octadecatrienoate",3,0.08333333333333333
"(2R)-1-(Heptadecanoyloxy)-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z,12Z,15Z)-9,12,15-octadecatrienoate",C44H79O13P,C44H79O13P,CSID113378046,"(2R)-1-(Heptadecanoyloxy)-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z,12Z,15Z)-9,12,15-octadecatrienoate",4,0.08333333333333333
"(2R)-1-[(9Z)-9-Heptadecenoyloxy]-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z,12Z)-9,12-octadecadienoate",C44H79O13P,C44H79O13P,CSID113378071,"(2R)-1-[(9Z)-9-Heptadecenoyloxy]-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z,12Z)-9,12-octadecadienoate",5,0.08333333333333333
"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(tridecanoyloxy)-2-propanyl (13Z,16Z)-13,16-docosadienoate",C44H81O13P,C44H81O13P,CSID113377901,"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(tridecanoyloxy)-2-propanyl (13Z,16Z)-13,16-docosadienoate",1,0.07142857142857142
"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(pentadecanoyloxy)-2-propanyl (11Z,14Z)-11,14-icosadienoate",C44H81O13P,C44H81O13P,CSID113377963,"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(pentadecanoyloxy)-2-propanyl (11Z,14Z)-11,14-icosadienoate",2,0.07142857142857142
"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-[(9Z)-9-pentadecenoyloxy]-2-propanyl (11Z)-11-icosenoate",C44H81O13P,C44H81O13P,CSID113377992,"(2R)-1-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-[(9Z)-9-pentadecenoyloxy]-2-propanyl (11Z)-11-icosenoate",3,0.07142857142857142
"(2R)-1-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z)-9-nonadecenoate",C44H81O13P,C44H81O13P,CSID113378026,"(2R)-1-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z)-9-nonadecenoate",4,0.07142857142857142
"(2R)-1-(Heptadecanoyloxy)-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z,12Z)-9,12-octadecadienoate",C44H81O13P,C44H81O13P,CSID113378044,"(2R)-1-(Heptadecanoyloxy)-3-[(hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z,12Z)-9,12-octadecadienoate",5,0.07142857142857142
piminodine,C23H30N2O2,C23H30N2O2,CSID20628,piminodine,1,0.04455432839196615
(S)-2-(Dibenzylamino)propyl piperidine-1-carboxylate,C23H30N2O2,C23H30N2O2,CSID26285832,(S)-2-(Dibenzylamino)propyl piperidine-1-carboxylate,2,0.04455432839196615
"1-[(2α,19R)-12-Methoxyibogamin-19-yl]acetone",C23H30N2O2,C23H30N2O2,CSID29784928,"1-[(2α,19R)-12-Methoxyibogamin-19-yl]acetone",3,0.04455432839196615
N-[1-(3-Phenoxypropyl)-4-piperidinyl]-N-phenylpropanamide,C23H30N2O2,C23H30N2O2,CSID31109225,N-[1-(3-Phenoxypropyl)-4-piperidinyl]-N-phenylpropanamide,4,0.04455432839196615
"1-Undecyl-2,3-phenazinediol",C23H30N2O2,C23H30N2O2,CSID57502451,"1-Undecyl-2,3-phenazinediol",5,0.04455432839196615
"(2E,4E,6E)-N-[(3S,6S,9S)-6-Isopropyl-3,4-dimethyl-2,5,8-trioxo-1,4,7-triazacyclododecan-9-yl]-2,4,6-octatrienamide",C22H34N4O4,C22H34N4O4,CSID25056368,"(2E,4E,6E)-N-[(3S,6S,9S)-6-Isopropyl-3,4-dimethyl-2,5,8-trioxo-1,4,7-triazacyclododecan-9-yl]-2,4,6-octatrienamide",1,0.20003468246121492
"(2E,4E,6E)-N-[(3S,6S)-6-Isopropyl-3,7-dimethyl-2,5,8-trioxo-1,4,7-triazacyclododecan-9-yl]-2,4,6-octatrienamide",C22H34N4O4,C22H34N4O4,CSID28286635,"(2E,4E,6E)-N-[(3S,6S)-6-Isopropyl-3,7-dimethyl-2,5,8-trioxo-1,4,7-triazacyclododecan-9-yl]-2,4,6-octatrienamide",2,0.20003468246121492
"N-[(1-ethylpyrrolidin-2-yl)methyl]-3,5-dimethoxy-N-(2-oxo-2-piperazin-1-ylethyl)benzamide",C22H34N4O4,C22H34N4O4,1038577,"N-[(1-ethylpyrrolidin-2-yl)methyl]-3,5-dimethoxy-N-(2-oxo-2-piperazin-1-ylethyl)benzamide",3,0.19997687836184697
"(1R,11S)-10-[5-(morpholin-4-ylmethyl)-1,2-oxazole-3-carbonyl]-3,10-diazabicyclo[9.4.0]pentadecan-2-one",C22H34N4O4,C22H34N4O4,1074847,"(1R,11S)-10-[5-(morpholin-4-ylmethyl)-1,2-oxazole-3-carbonyl]-3,10-diazabicyclo[9.4.0]pentadecan-2-one",4,0.19997687836184697
"(1R,11S)-3-methyl-10-[5-(morpholin-4-ylmethyl)-1,2-oxazole-3-carbonyl]-3,10-diazabicyclo[9.3.0]tetradecan-2-one",C22H34N4O4,C22H34N4O4,1079626,"(1R,11S)-3-methyl-10-[5-(morpholin-4-ylmethyl)-1,2-oxazole-3-carbonyl]-3,10-diazabicyclo[9.3.0]tetradecan-2-one",5,0.19997687835387615
"2,2′-Methylenebis{3,6-dihydroxy-5-[(2E,6E,10E)-3,7,11,15-tetramethyl-2,6,10,14-hexadecatetraen-1-yl]-1,4-benzoquinone}",C53H72O8,C53H72O8,CSID30776780,"2,2′-Methylenebis{3,6-dihydroxy-5-[(2E,6E,10E)-3,7,11,15-tetramethyl-2,6,10,14-hexadecatetraen-1-yl]-1,4-benzoquinone}",1,0.5000222157803508
Amitenone,C53H72O8,C53H72O8,HMDB29550,Amitenone,2,0.49997778421964917
coagulin C,C28H36O5,C28H36O5,CSID10203152,coagulin C,1,0.033499477807272915
"(22R)-17,20-Dihydroxy-22,26-epoxyergosta-2,5,8(14),24-tetraene-1,26-dione",C28H36O5,C28H36O5,CSID10421270,"(22R)-17,20-Dihydroxy-22,26-epoxyergosta-2,5,8(14),24-tetraene-1,26-dione",2,0.03214019267722465
"(22R)-17,20-Dihydroxy-22,26-epoxyergosta-3,5,8(14),24-tetraene-1,26-dione",C28H36O5,C28H36O5,CSID10421272,"(22R)-17,20-Dihydroxy-22,26-epoxyergosta-3,5,8(14),24-tetraene-1,26-dione",3,0.03214019267722465
"(8ξ,9ξ,17α,22R)-17,20-Dihydroxy-22,26-epoxyergosta-3,5,14,24-tetraene-1,26-dione",C28H36O5,C28H36O5,CSID28286764,"(8ξ,9ξ,17α,22R)-17,20-Dihydroxy-22,26-epoxyergosta-3,5,14,24-tetraene-1,26-dione",4,0.03207298231559528
Coagulin B,C28H36O5,C28H36O5,CSID10203151,Coagulin B,5,0.03200782826805251
"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-[(6Z,9Z,12Z)-6,9,12-octadecatrienoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",C49H77O13P,C49H77O13P,CSID113378639,"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-[(6Z,9Z,12Z)-6,9,12-octadecatrienoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",1,0.2516069701782664
"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",C49H77O13P,C49H77O13P,CSID113378640,"(2R)-3-[(Hydroxy{[(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-[(9Z,12Z,15Z)-9,12,15-octadecatrienoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",2,0.2516069701782664
