compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
"1-(cyclopropanecarbonyl)-N-cyclopropyl-2,3-dihydroindole-5-carboxamide",C16H18N2O2,C16H18N2O2,1075347,"1-(cyclopropanecarbonyl)-N-cyclopropyl-2,3-dihydroindole-5-carboxamide",1,
"(2R,3S)-3-phenyl-2-(pyridin-2-yloxymethyl)morpholine",C16H18N2O2,C16H18N2O2,1081909,"(2R,3S)-3-phenyl-2-(pyridin-2-yloxymethyl)morpholine",2,
"2-(2-oxo-1,4,5,6,7,7a-hexahydroindol-3-yl)-N-phenylacetamide",C16H18N2O2,C16H18N2O2,1086548,"2-(2-oxo-1,4,5,6,7,7a-hexahydroindol-3-yl)-N-phenylacetamide",3,
N-(oxan-4-ylmethyl)quinoline-2-carboxamide,C16H18N2O2,C16H18N2O2,1089716,N-(oxan-4-ylmethyl)quinoline-2-carboxamide,4,
N-(oxan-4-ylmethyl)isoquinoline-1-carboxamide,C16H18N2O2,C16H18N2O2,1094402,N-(oxan-4-ylmethyl)isoquinoline-1-carboxamide,5,
"1-(cyclopropanecarbonyl)-N-cyclopropyl-2,3-dihydroindole-4-carboxamide",C16H18N2O2,C16H18N2O2,996243,"1-(cyclopropanecarbonyl)-N-cyclopropyl-2,3-dihydroindole-4-carboxamide",6,
(1-methyl-4-phenylpyrrol-2-yl)-morpholin-4-ylmethanone,C16H18N2O2,C16H18N2O2,1026901,(1-methyl-4-phenylpyrrol-2-yl)-morpholin-4-ylmethanone,7,
N-[(2-methoxypyridin-3-yl)methyl]-3-phenylpropanamide,C16H18N2O2,C16H18N2O2,1035039,N-[(2-methoxypyridin-3-yl)methyl]-3-phenylpropanamide,8,
4-Methylalbonoursin,C16H18N2O2,C16H18N2O2,CSID10214131,4-Methylalbonoursin,9,
"9,10-dihydrolysergic acid",C16H18N2O2,C16H18N2O2,CSID16737369,"9,10-dihydrolysergic acid",10,
H-Leu-AMC,C16H20N2O3,C16H20N2O3,CSID150175,H-Leu-AMC,1,
"2,2′-[Oxybis(2,1-ethanediyloxy)]dianiline",C16H20N2O3,C16H20N2O3,CSID209454,"2,2′-[Oxybis(2,1-ethanediyloxy)]dianiline",2,
N-(1H-Indol-3-ylacetyl)isoleucine,C16H20N2O3,C16H20N2O3,CSID2569411,N-(1H-Indol-3-ylacetyl)isoleucine,3,
"3-{4-[(3-Methyl-2-buten-1-yl)oxy]benzyl}-2,5-piperazinedione",C16H20N2O3,C16H20N2O3,CSID28533928,"3-{4-[(3-Methyl-2-buten-1-yl)oxy]benzyl}-2,5-piperazinedione",4,
N-(indole-3-acetyl)leucine,C16H20N2O3,C16H20N2O3,CSID3166886,N-(indole-3-acetyl)leucine,5,
"5-[(Z)-(4-Ethyl-3-methyl-5-oxo-1,5-dihydro-2H-pyrrol-2-ylidene)methyl]-5-methoxy-3-methyl-4-vinyl-1,5-dihydro-2H-pyrrol-2-one",C16H20N2O3,C16H20N2O3,CSID35014429,"5-[(Z)-(4-Ethyl-3-methyl-5-oxo-1,5-dihydro-2H-pyrrol-2-ylidene)methyl]-5-methoxy-3-methyl-4-vinyl-1,5-dihydro-2H-pyrrol-2-one",6,
imazamethabenz-methyl,C16H20N2O3,C16H20N2O3,CSID49450,imazamethabenz-methyl,7,
indole-3-acetyl-L-leucine,C16H20N2O3,C16H20N2O3,CSID599627,indole-3-acetyl-L-leucine,8,
morsuximide,C16H20N2O3,C16H20N2O3,CSID64305,morsuximide,9,
"(2E,4E)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-6-methyl-7-oxo-2,4-heptadienamide",C16H20N2O3,C16H20N2O3,CSID65324988,"(2E,4E)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-6-methyl-7-oxo-2,4-heptadienamide",10,
Clopamide,C14H20ClN3O3S,C14H20ClN3O3S,CSID11980,Clopamide,1,
"[4-[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]piperidin-1-yl]-(4-methylthiadiazol-5-yl)methanone",C15H15N5O3S,C15H15N5O3S,1047041,"[4-[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]piperidin-1-yl]-(4-methylthiadiazol-5-yl)methanone",2,
"N-[2-[3-(2,4-dimethyl-1,3-thiazol-5-yl)-6-oxopyridazin-1-yl]ethyl]-1,2-oxazole-5-carboxamide",C15H15N5O3S,C15H15N5O3S,1044087,"N-[2-[3-(2,4-dimethyl-1,3-thiazol-5-yl)-6-oxopyridazin-1-yl]ethyl]-1,2-oxazole-5-carboxamide",3,
"methyl N-[4-[2-(imidazo[1,2-a]pyridin-2-ylmethylamino)-2-oxoethyl]-1,3-thiazol-2-yl]carbamate",C15H15N5O3S,C15H15N5O3S,1047033,"methyl N-[4-[2-(imidazo[1,2-a]pyridin-2-ylmethylamino)-2-oxoethyl]-1,3-thiazol-2-yl]carbamate",4,
Clopamide,C14H20ClN3O3S,C14H20ClN3O3S,CSID2702,Clopamide,5,
,C20H14FN3O3,C20H14FN3O3,1013463,,1,
"2-(1,3-benzodioxol-5-yl)-5-[(3-fluorophenyl)methyl]pyrazolo[1,5-a]pyrazin-4-one",C20H14FN3O3,C20H14FN3O3,1031580,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluorophenyl)methyl]pyrazolo[1,5-a]pyrazin-4-one",2,
"2-(1,3-benzodioxol-5-yl)-5-[(4-fluorophenyl)methyl]pyrazolo[1,5-a]pyrazin-4-one",C20H14FN3O3,C20H14FN3O3,1033976,"2-(1,3-benzodioxol-5-yl)-5-[(4-fluorophenyl)methyl]pyrazolo[1,5-a]pyrazin-4-one",3,
1-(4-fluorophenyl)-N-(furan-2-ylmethyl)-4-oxocinnoline-3-carboxamide,C20H14FN3O3,C20H14FN3O3,1034423,1-(4-fluorophenyl)-N-(furan-2-ylmethyl)-4-oxocinnoline-3-carboxamide,4,
"2-(1,3-benzodioxol-5-yl)-5-[(2-fluorophenyl)methyl]pyrazolo[1,5-a]pyrazin-4-one",C20H14FN3O3,C20H14FN3O3,1038780,"2-(1,3-benzodioxol-5-yl)-5-[(2-fluorophenyl)methyl]pyrazolo[1,5-a]pyrazin-4-one",5,
"N-[(2-fluorophenyl)-(5-phenyl-1,3,4-oxadiazol-2-yl)methyl]furan-2-carboxamide",C20H14FN3O3,C20H14FN3O3,1041004,"N-[(2-fluorophenyl)-(5-phenyl-1,3,4-oxadiazol-2-yl)methyl]furan-2-carboxamide",6,
"3-(1,3-benzodioxol-5-yl)-5-[1-[(2-fluorophenyl)methyl]pyrrol-2-yl]-1,2,4-oxadiazole",C20H14FN3O3,C20H14FN3O3,1099227,"3-(1,3-benzodioxol-5-yl)-5-[1-[(2-fluorophenyl)methyl]pyrrol-2-yl]-1,2,4-oxadiazole",7,
(2R)-2-[(E)-(2-Methylbenzylidene)amino]-2-phenylacetamide,C16H16N2O,C16H16N2O,CSID24604417,(2R)-2-[(E)-(2-Methylbenzylidene)amino]-2-phenylacetamide,4,
"5-(4-Morpholinyl)-5H-indeno[1,2-b]pyridine",C16H16N2O,C16H16N2O,CSID28706497,"5-(4-Morpholinyl)-5H-indeno[1,2-b]pyridine",5,
3-[(3-Phenoxybenzyl)amino]propanenitrile,C16H16N2O,C16H16N2O,CSID37984011,3-[(3-Phenoxybenzyl)amino]propanenitrile,6,
"(2-Isopropyl-7-azabicyclo[4.2.0]octa-1,3,5-trien-7-yl)(2-pyridinyl)methanone",C16H16N2O,C16H16N2O,CSID65325668,"(2-Isopropyl-7-azabicyclo[4.2.0]octa-1,3,5-trien-7-yl)(2-pyridinyl)methanone",7,
2-[(E)-(2-Methylbenzylidene)amino]-2-phenylacetamide,C16H16N2O,C16H16N2O,CSID65328279,2-[(E)-(2-Methylbenzylidene)amino]-2-phenylacetamide,8,
"[(6E)-6-Benzylidene-2,4-cyclohexadien-1-yl]ethoxycyanamide",C16H16N2O,C16H16N2O,CSID65793351,"[(6E)-6-Benzylidene-2,4-cyclohexadien-1-yl]ethoxycyanamide",9,
4-(Diphenylamino)-3-hydroxybutanenitrile,C16H16N2O,C16H16N2O,CSID67024526,4-(Diphenylamino)-3-hydroxybutanenitrile,10,
"2-(2,4-Dihydroxy-5-methoxyphenyl)-3-[(2Z)-3,7-dimethyl-2,6-octadien-1-yl]-7-hydroxy-8-(3-methyl-2-buten-1-yl)-4H-chromen-4-one",C31H36O6,C31H36O6,CSID74852648,"2-(2,4-Dihydroxy-5-methoxyphenyl)-3-[(2Z)-3,7-dimethyl-2,6-octadien-1-yl]-7-hydroxy-8-(3-methyl-2-buten-1-yl)-4H-chromen-4-one",1,
"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropyl (6Z,9Z,12Z,15Z)-6,9,12,15-octadecatetraenoate",C24H41O9P,C24H41O9P,CSID113377824,"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-hydroxypropyl (6Z,9Z,12Z,15Z)-6,9,12,15-octadecatetraenoate",2,
Brosimone H,C31H36O6,C31H36O6,LMPK12110899,Brosimone H,3,
Amoricin,C31H36O6,C31H36O6,LMPK12140446,Amoricin,4,
Millewanin B,C31H36O6,C31H36O6,CSID10192774,Millewanin B,5,
"2-(2,4-Dihydroxyphenyl)-8-[(2E)-3,7-dimethyl-2,6-octadien-1-yl]-5-hydroxy-7-methoxy-3-(3-methyl-2-buten-1-yl)-4H-chromen-4-one",C31H36O6,C31H36O6,CSID24843903,"2-(2,4-Dihydroxyphenyl)-8-[(2E)-3,7-dimethyl-2,6-octadien-1-yl]-5-hydroxy-7-methoxy-3-(3-methyl-2-buten-1-yl)-4H-chromen-4-one",6,
"5-Hydroxy-8-[4-hydroxy-3-methoxy-5-(3-methyl-2-buten-1-yl)phenyl]-2,2-dimethyl-10-(3-methyl-2-buten-1-yl)-7,8-dihydro-2H,6H-pyrano[3,2-g]chromen-6-one",C31H36O6,C31H36O6,CSID24846487,"5-Hydroxy-8-[4-hydroxy-3-methoxy-5-(3-methyl-2-buten-1-yl)phenyl]-2,2-dimethyl-10-(3-methyl-2-buten-1-yl)-7,8-dihydro-2H,6H-pyrano[3,2-g]chromen-6-one",7,
βmethasone dipropionate,C28H37FO7,C28H37FO7,3936,βmethasone dipropionate,8,
Betamethasone dipropionate,C28H37FO7,C28H37FO7,CSID20490,Betamethasone dipropionate,9,
Dexamethasone propionate,C28H37FO7,C28H37FO7,CSID56742,Dexamethasone propionate,10,
"2-(2,4-Dihydroxy-5-methoxyphenyl)-3-[(2Z)-3,7-dimethyl-2,6-octadien-1-yl]-5,7-dihydroxy-6-(3-methyl-2-buten-1-yl)-2,3-dihydro-4H-chromen-4-one",C31H38O7,C31H38O7,CSID74852676,"2-(2,4-Dihydroxy-5-methoxyphenyl)-3-[(2Z)-3,7-dimethyl-2,6-octadien-1-yl]-5,7-dihydroxy-6-(3-methyl-2-buten-1-yl)-2,3-dihydro-4H-chromen-4-one",1,
kadcoccilactone K,C31H38O7,C31H38O7,CSID28285811,kadcoccilactone K,2,
Diacetyl benzoyl lathyrol,C31H38O7,C31H38O7,453962,Diacetyl benzoyl lathyrol,3,
Exiguaflavanone D,C31H38O7,C31H38O7,LMPK12140483,Exiguaflavanone D,4,
Netzahualcoyol,C31H38O7,C31H38O7,CSID10270956,Netzahualcoyol,5,
Kushenol M,C31H38O7,C31H38O7,CSID10305973,Kushenol M,6,
euphorbiapene A,C31H38O7,C31H38O7,CSID32033930,euphorbiapene A,7,
"Triisopropyl (2S,3R)-3-allyl-6-methoxy-2-phenyl-1,1,3-indanetricarboxylate",C31H38O7,C31H38O7,CSID32821679,"Triisopropyl (2S,3R)-3-allyl-6-methoxy-2-phenyl-1,1,3-indanetricarboxylate",8,
"Triisopropyl 3-allyl-6-methoxy-2-phenyl-1,1,3-indanetricarboxylate",C31H38O7,C31H38O7,CSID65326815,"Triisopropyl 3-allyl-6-methoxy-2-phenyl-1,1,3-indanetricarboxylate",9,
"2-(2,6-Dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-8-(2-isopropenyl-5-methyl-4-hexen-1-yl)-6-(3-methyl-2-buten-1-yl)-2,3-dihydro-4H-chromen-4-one",C31H38O7,C31H38O7,CSID8567451,"2-(2,6-Dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-8-(2-isopropenyl-5-methyl-4-hexen-1-yl)-6-(3-methyl-2-buten-1-yl)-2,3-dihydro-4H-chromen-4-one",10,
1-(4-Decylcyclohexyl)-4-isothiocyanatobenzene,C23H35NS,C23H35NS,CSID57516307,1-(4-Decylcyclohexyl)-4-isothiocyanatobenzene,1,
(17-Hydroxyheptadecyl)(trimethyl)arsonium,C20H44AsO+,C20H44AsO+,CSID115266853,(17-Hydroxyheptadecyl)(trimethyl)arsonium,1,
"(11E)-14,14,14-Trifluoro-11-tetradecen-1-yl acetate",C16H27F3O2,C16H27F3O2,CSID24841945,"(11E)-14,14,14-Trifluoro-11-tetradecen-1-yl acetate",1,
"(11Z)-14,14,14-Trifluoro-11-tetradecenyl acetate",C16H27F3O2,C16H27F3O2,CSID4515676,"(11Z)-14,14,14-Trifluoro-11-tetradecenyl acetate",2,
"2,6-Diisopropylhexahydro-1H,5H-2,3a,4a,6,7a,8a-hexaazacyclopenta[def]fluorene-4,8-dione",C14H24N6O2,C14H24N6O2,CSID21128281,"2,6-Diisopropylhexahydro-1H,5H-2,3a,4a,6,7a,8a-hexaazacyclopenta[def]fluorene-4,8-dione",3,
"ethyl 5-[3-[2-(dimethylamino)ethylamino]-3-oxopropyl]-2,4-dimethyl-1H-pyrrole-3-carboxylate",C16H26N3O3,C16H26N3O3,1097570,"ethyl 5-[3-[2-(dimethylamino)ethylamino]-3-oxopropyl]-2,4-dimethyl-1H-pyrrole-3-carboxylate",4,
"3-Formyl-1H-indole-5,6-dicarbonitrile",C11H5N3O,C11H5N3O,CSID67497191,"3-Formyl-1H-indole-5,6-dicarbonitrile",1,
[4-(Cyanocarbonyl)phenyl]malononitrile,C11H5N3O,C11H5N3O,CSID29325274,[4-(Cyanocarbonyl)phenyl]malononitrile,2,
3-(Cyanocarbonyl)-6-methylphthalonitrile,C11H5N3O,C11H5N3O,CSID65792190,3-(Cyanocarbonyl)-6-methylphthalonitrile,3,
Isatylidene malononitrile,C11H5N3O,C11H5N3O,CSID213846,Isatylidene malononitrile,4,
chaetoxanthone C,C20H19ClO6,C20H19ClO6,CSID24707899,chaetoxanthone C,1,
2-(4-Chlorophenyl)-4-methoxy-3-phenyl-5-(m-tolyl)thiophene,C24H19ClOS,C24H19ClOS,CSID32821559,2-(4-Chlorophenyl)-4-methoxy-3-phenyl-5-(m-tolyl)thiophene,2,
"N-[2-(cyclohexen-1-yl)ethyl]-5-[5-(trifluoromethyl)-1,2-oxazol-3-yl]furan-2-sulfonamide",C16H17F3N2O4S,C16H17F3N2O4S,1002130,"N-[2-(cyclohexen-1-yl)ethyl]-5-[5-(trifluoromethyl)-1,2-oxazol-3-yl]furan-2-sulfonamide",3,
"N-[[5-(1,3-benzodioxol-5-yl)-1,2-oxazol-3-yl]methyl]-4-oxochromene-2-carboxamide",C21H14N2O6,C21H14N2O6,1048341,"N-[[5-(1,3-benzodioxol-5-yl)-1,2-oxazol-3-yl]methyl]-4-oxochromene-2-carboxamide",4,
"3,4-O-Isopropylidene-L-threonic acid calcium salt",C14H22CaO10,C14H22CaO10,CSID13081753,"3,4-O-Isopropylidene-L-threonic acid calcium salt",5,
"7-fluoro-N-[(4-fluorophenyl)methyl]-5,5-dioxo-2,3-dihydro-1H-pyrrolo[2,1-c][1,4]benzothiazine-4-carboxamide",C19H16F2N2O3S,C19H16F2N2O3S,1036954,"7-fluoro-N-[(4-fluorophenyl)methyl]-5,5-dioxo-2,3-dihydro-1H-pyrrolo[2,1-c][1,4]benzothiazine-4-carboxamide",6,
"7-fluoro-N-[(2-fluorophenyl)methyl]-5,5-dioxo-2,3-dihydro-1H-pyrrolo[2,1-c][1,4]benzothiazine-4-carboxamide",C19H16F2N2O3S,C19H16F2N2O3S,1032143,"7-fluoro-N-[(2-fluorophenyl)methyl]-5,5-dioxo-2,3-dihydro-1H-pyrrolo[2,1-c][1,4]benzothiazine-4-carboxamide",7,
"[6-fluoro-4-(4-fluorophenyl)-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-pyrrolidin-1-ylmethanone",C19H16F2N2O3S,C19H16F2N2O3S,1042437,"[6-fluoro-4-(4-fluorophenyl)-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-pyrrolidin-1-ylmethanone",8,
"[4-(3,5-difluorophenyl)-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-pyrrolidin-1-ylmethanone",C19H16F2N2O3S,C19H16F2N2O3S,1090846,"[4-(3,5-difluorophenyl)-1,1-dioxo-1$l^{6},4-benzothiazin-2-yl]-pyrrolidin-1-ylmethanone",9,
2-[1-(5-chlorothiophen-2-yl)sulfonylpiperidin-4-yl]-1-piperidin-1-ylethanone,C16H23ClN2O3S2,C16H23ClN2O3S2,1038979,2-[1-(5-chlorothiophen-2-yl)sulfonylpiperidin-4-yl]-1-piperidin-1-ylethanone,10,
"N,N′-1,2-Phenylenebis[2-(2-hydroxyphenyl)ethanethioamide]",C22H20N2O2S2,C22H20N2O2S2,CSID67159346,"N,N′-1,2-Phenylenebis[2-(2-hydroxyphenyl)ethanethioamide]",1,
asp-cys-gly-asp,C13H20N4O9S,C13H20N4O9S,CSID16601768,asp-cys-gly-asp,2,
asp-gly-cys-asp,C13H20N4O9S,C13H20N4O9S,CSID16602908,asp-gly-cys-asp,3,
asp-asp-cys-gly,C13H20N4O9S,C13H20N4O9S,CSID16601313,asp-asp-cys-gly,4,
asp-asp-gly-cys,C13H20N4O9S,C13H20N4O9S,CSID16601370,asp-asp-gly-cys,5,
asp-cys-asp-gly,C13H20N4O9S,C13H20N4O9S,CSID16601692,asp-cys-asp-gly,6,
asp-gly-asp-cys,C13H20N4O9S,C13H20N4O9S,CSID16602889,asp-gly-asp-cys,7,
cys-asp-asp-gly,C13H20N4O9S,C13H20N4O9S,CSID16609282,cys-asp-asp-gly,8,
cys-asp-gly-asp,C13H20N4O9S,C13H20N4O9S,CSID16609358,cys-asp-gly-asp,9,
cys-gly-asp-asp,C13H20N4O9S,C13H20N4O9S,CSID16610878,cys-gly-asp-asp,10,
"1,3,5,8,11-Pentaazacyclotridecan-3-yl(3-pyridinyl)methanone",C14H24N6O,C14H24N6O,CSID67165193,"1,3,5,8,11-Pentaazacyclotridecan-3-yl(3-pyridinyl)methanone",1,
"2-[2-(4-Fluorophenyl)-3-methyl-2-butanyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",C17H26BFO2,C17H26BFO2,CSID65328030,"2-[2-(4-Fluorophenyl)-3-methyl-2-butanyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",2,
(2S)-3-(1H-Imidazol-4-yl)-2-(methylamino)-1-propanol,C7H13N3O,C7H13N3O,CSID62873049,(2S)-3-(1H-Imidazol-4-yl)-2-(methylamino)-1-propanol,1,
"1,2,3-Triazatricyclo[3.3.1.1~3,7~]decan-2-ol",C7H13N3O,C7H13N3O,CSID67029100,"1,2,3-Triazatricyclo[3.3.1.1~3,7~]decan-2-ol",2,
Cyclohexanal semicarbazone,C7H13N3O,C7H13N3O,CSID14583,Cyclohexanal semicarbazone,3,
"5,5,7-Trimethyl-2,4,5,6-tetrahydro-3H-1,2,4-triazepin-3-one",C7H13N3O,C7H13N3O,CSID60806671,"5,5,7-Trimethyl-2,4,5,6-tetrahydro-3H-1,2,4-triazepin-3-one",4,
"2,4-Diethyl-5-methyl-2,4-dihydro-3H-1,2,4-triazol-3-one",C7H13N3O,C7H13N3O,CSID67171890,"2,4-Diethyl-5-methyl-2,4-dihydro-3H-1,2,4-triazol-3-one",5,
"3-(4,5-Dihydro-1H-pyrazol-1-ylmethyl)-1,3-oxazolidine",C7H13N3O,C7H13N3O,CSID67492840,"3-(4,5-Dihydro-1H-pyrazol-1-ylmethyl)-1,3-oxazolidine",6,
"2-{2-[3-(Allyloxy)phenyl]-4-penten-1-yl}-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",C20H29BO3,C20H29BO3,CSID65327408,"2-{2-[3-(Allyloxy)phenyl]-4-penten-1-yl}-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",3,
"5-cyclopropyl-N-(3-cyclopropyl-6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepin-7-yl)-1H-pyrazole-3-carboxamide",C17H21N6O,C17H21N6O,1096090,"5-cyclopropyl-N-(3-cyclopropyl-6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepin-7-yl)-1H-pyrazole-3-carboxamide",1,
N-(2-methylphenyl)-6-oxo-1-(2-pyrrolidin-1-ylethyl)pyridine-3-carboxamide,C19H23N3O2,C19H23N3O2,1003808,N-(2-methylphenyl)-6-oxo-1-(2-pyrrolidin-1-ylethyl)pyridine-3-carboxamide,2,
"3,5-dimethyl-N-[(6-morpholin-4-ylpyridin-3-yl)methyl]benzamide",C19H23N3O2,C19H23N3O2,1005632,"3,5-dimethyl-N-[(6-morpholin-4-ylpyridin-3-yl)methyl]benzamide",3,
1-[4-[5-[(3-imidazol-1-ylpropylamino)methyl]furan-2-yl]phenyl]ethanol,C19H23N3O2,C19H23N3O2,1006628,1-[4-[5-[(3-imidazol-1-ylpropylamino)methyl]furan-2-yl]phenyl]ethanol,4,
N-benzyl-6-oxo-1-(2-pyrrolidin-1-ylethyl)pyridine-3-carboxamide,C19H23N3O2,C19H23N3O2,1008608,N-benzyl-6-oxo-1-(2-pyrrolidin-1-ylethyl)pyridine-3-carboxamide,5,
"3-(4-methylpiperidine-1-carbonyl)-6,7,8,9-tetrahydropyrido[2,1-b]quinazolin-11-one",C19H23N3O2,C19H23N3O2,1028043,"3-(4-methylpiperidine-1-carbonyl)-6,7,8,9-tetrahydropyrido[2,1-b]quinazolin-11-one",6,
"cyclopentyl-[(3R,4R)-3-methyl-4-(3-phenyl-1,2,4-oxadiazol-5-yl)pyrrolidin-1-yl]methanone",C19H23N3O2,C19H23N3O2,1032595,"cyclopentyl-[(3R,4R)-3-methyl-4-(3-phenyl-1,2,4-oxadiazol-5-yl)pyrrolidin-1-yl]methanone",7,
N-methyl-N-[[1-(3-methylbutyl)benzimidazol-2-yl]methyl]furan-2-carboxamide,C19H23N3O2,C19H23N3O2,1033460,N-methyl-N-[[1-(3-methylbutyl)benzimidazol-2-yl]methyl]furan-2-carboxamide,8,
"2-ethoxy-N-(4-ethylphenyl)-7,8-dihydro-5H-1,6-naphthyridine-6-carboxamide",C19H23N3O2,C19H23N3O2,1037090,"2-ethoxy-N-(4-ethylphenyl)-7,8-dihydro-5H-1,6-naphthyridine-6-carboxamide",9,
"(5-methyl-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl)-(4-phenylpiperazin-1-yl)methanone",C19H23N3O2,C19H23N3O2,1040739,"(5-methyl-4,5,6,7-tetrahydro-1,2-benzoxazol-3-yl)-(4-phenylpiperazin-1-yl)methanone",10,
Trp His Thr Ile Ile,C33H48N8O7,C33H48N8O7,264303,Trp His Thr Ile Ile,1,
"N,N-Diethyl-1,1-difluoromethanesulfonamide",C5H11F2NO2S,C5H11F2NO2S,CSID40059902,"N,N-Diethyl-1,1-difluoromethanesulfonamide",1,
Vinyl 1-piperidinecarbodithioate,C8H13NS2,C8H13NS2,CSID67166002,Vinyl 1-piperidinecarbodithioate,9,
"3-(2-chlorophenyl)-1-[2-[5-(4-fluorophenyl)-1,2,4-oxadiazol-3-yl]ethyl]-1-methylurea",C18H16ClFN4O2,C18H16ClFN4O2,1035999,"3-(2-chlorophenyl)-1-[2-[5-(4-fluorophenyl)-1,2,4-oxadiazol-3-yl]ethyl]-1-methylurea",6,
,C18H16ClFN4O2,C18H16ClFN4O2,1085614,,7,
"N-(3-chloro-4-fluorophenyl)-2-[2-(5-cyclobutyl-1,3,4-oxadiazol-2-yl)pyrrol-1-yl]acetamide",C18H16ClFN4O2,C18H16ClFN4O2,1085947,"N-(3-chloro-4-fluorophenyl)-2-[2-(5-cyclobutyl-1,3,4-oxadiazol-2-yl)pyrrol-1-yl]acetamide",8,
"1-[2-[5-(4-chlorophenyl)-1,2,4-oxadiazol-3-yl]ethyl]-3-(2-fluorophenyl)-1-methylurea",C18H16ClFN4O2,C18H16ClFN4O2,1097256,"1-[2-[5-(4-chlorophenyl)-1,2,4-oxadiazol-3-yl]ethyl]-3-(2-fluorophenyl)-1-methylurea",9,
N-(3-chloro-4-fluorophenyl)-2-[4-(dimethylamino)-1-oxophthalazin-2-yl]acetamide,C18H16ClFN4O2,C18H16ClFN4O2,1014951,N-(3-chloro-4-fluorophenyl)-2-[4-(dimethylamino)-1-oxophthalazin-2-yl]acetamide,10,
"N-[[2-(4-methoxyphenyl)-1,3-thiazol-4-yl]methyl]-6-pyrazol-1-ylpyridazine-3-carboxamide",C19H16N6O2S,C19H16N6O2S,1048192,"N-[[2-(4-methoxyphenyl)-1,3-thiazol-4-yl]methyl]-6-pyrazol-1-ylpyridazine-3-carboxamide",1,
"1-(2-methoxyphenyl)-N-(4-methyl-1,3-thiazol-2-yl)-5-pyridin-2-yltriazole-4-carboxamide",C19H16N6O2S,C19H16N6O2S,1050176,"1-(2-methoxyphenyl)-N-(4-methyl-1,3-thiazol-2-yl)-5-pyridin-2-yltriazole-4-carboxamide",2,
"N-(4,5-diphenyl-1,3-oxazol-2-yl)-2-(1-methyltetrazol-5-yl)sulfanylacetamide",C19H16N6O2S,C19H16N6O2S,1094214,"N-(4,5-diphenyl-1,3-oxazol-2-yl)-2-(1-methyltetrazol-5-yl)sulfanylacetamide",3,
"2,4-dichloro-N-[3-(2-phenylmorpholin-4-yl)propyl]benzamide",C20H22Cl2N2O2,C20H22Cl2N2O2,1049818,"2,4-dichloro-N-[3-(2-phenylmorpholin-4-yl)propyl]benzamide",7,
Lesopitron dihydrochloride,C15H21Cl3N6,C15H21Cl3N6,CSID54800,Lesopitron dihydrochloride,8,
1-Nitro-2-[4-(trifluoromethyl)phenyl]hydrazine,C7H6F3N3O2,C7H6F3N3O2,CSID14421772,1-Nitro-2-[4-(trifluoromethyl)phenyl]hydrazine,1,
2-nitro-4-trifluoromethylphenylhydrazine,C7H6F3N3O2,C7H6F3N3O2,CSID3063768,2-nitro-4-trifluoromethylphenylhydrazine,2,
ethyl [N-(ethylthio)thiocarbonyl]-aminoacetate,C7H13N2O2S2,C7H13N2O2S2,CSID67492797,ethyl [N-(ethylthio)thiocarbonyl]-aminoacetate,3,
tefuryltrione,C20H23ClO7S,C20H23ClO7S,CSID9380216,tefuryltrione,1,
"5-{[2-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)-4-(methylsulfanyl)butanoyl]amino}isophthalic acid",C21H18N2O7S,C21H18N2O7S,CSID67163334,"5-{[2-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)-4-(methylsulfanyl)butanoyl]amino}isophthalic acid",2,
,C21H16ClFN4O4,C21H16ClFN4O4,1012192,,3,
,C21H16ClFN4O4,C21H16ClFN4O4,1016991,,4,
"4-Amino-N-[3-oxo-4-(3-oxo-3,4-dihydro-4-cinnolinyl)-3,4-dihydro-2-quinoxalinyl]benzenesulfonamide",C22H16N6O4S,C22H16N6O4S,CSID67176185,"4-Amino-N-[3-oxo-4-(3-oxo-3,4-dihydro-4-cinnolinyl)-3,4-dihydro-2-quinoxalinyl]benzenesulfonamide",1,
Bromo[2-(4-methylphenyl)ethyl]triphenylphosphorane,C27H26BrP,C27H26BrP,CSID67492646,Bromo[2-(4-methylphenyl)ethyl]triphenylphosphorane,2,
